candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
who_suicide_statistics,country,42.0,420,42.0
Word_University_Rank_2020,Country,15.1,151,15.1
cwurData,country,13.0,130,13.0
edu,country,9.6,96,9.6
countries_data,CountryName,8.8,88,8.8
AdventureWorks2014_CountryRegion,Name,5.8,58,5.8
world_country,Name,5.7,57,5.7
countries_and_continents,name,5.4,54,5.4
acquisitions,Country,2.8,28,2.8
AdventureWorks2014_salesTerritory,Name,2.4,24,2.4
hfi_cc_2018,countries,1.8,18,1.8
AdventureWorks2014_stateprovince,Name,1.8,18,1.8
countries_metadatacountries,CountryName,0.9,9,0.9
