candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1024.0,39936,1024.0
pte_six_ring,Arg0,446.0,17394,446.0
pte_ind,Arg0,394.0,15366,394.0
pte_methyl,Arg0,378.0,14742,378.0
pte_non_ar_6c_ring,Arg0,365.0,14235,365.0
pte_bound_cnt,Arg0,340.0,13260,340.0
pte_atm_min_charge,Arg0,340.0,13260,340.0
pte_atm_max_charge,Arg0,340.0,13260,340.0
pte_atm_count,Arg0,340.0,13260,340.0
pte_ether,Arg0,336.0,13104,336.0
pte_atm,Arg4,258.4102564102564,10078,258.4102564102564
pte_amine,Arg0,181.0,7059,181.0
pte_alkyl_halide,Arg0,173.0,6747,173.0
pte_active,Arg0,162.0,6318,162.0
pte_ester,Arg0,147.0,5733,147.0
pte_ketone,Arg0,143.0,5577,143.0
pte_ames,Arg0,142.0,5538,142.0
pte_mutagenic,Arg0,138.0,5382,138.0
pte_bound,Arg3,106.92307692307692,4170,106.92307692307692
pte_non_ar_hetero_6_ring,Arg0,87.0,3393,87.0
pte_non_ar_hetero_5_ring,Arg0,78.0,3042,78.0
pte_five_ring,Arg0,75.0,2925,75.0
pte_sulfide,Arg0,62.0,2418,62.0
pte_methoxy,Arg0,60.0,2340,60.0
pte_phenol,Arg0,49.0,1911,49.0
pte_nitro,Arg0,48.0,1872,48.0
pte_sulfo,Arg0,39.0,975,39.0
pte_imine,Arg0,39.0,663,39.0
pte_alcohol,Arg0,39.0,312,39.0
pte_postestactive,Arg0,39.0,780,39.0
pte_testactive_Neg,Arg0,39.0,1521,39.0
pte_testactive,Arg0,39.0,1521,39.0
pte_postestactive_neg,Arg0,39.0,1521,39.0
pte_non_ar_5c_ring,Arg0,39.0,1248,39.0
