candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.8,76785,1023.8
pte_six_ring,Arg0,445.92,33444,445.92
pte_atm,Arg4,433.5733333333333,32518,433.5733333333333
pte_ind,Arg0,393.96,29547,393.96
pte_methyl,Arg0,377.88,28341,377.88
pte_non_ar_6c_ring,Arg0,364.96,27372,364.96
pte_bound_cnt,Arg0,339.96,25497,339.96
pte_atm_min_charge,Arg0,339.96,25497,339.96
pte_atm_max_charge,Arg0,339.96,25497,339.96
pte_atm_count,Arg0,339.96,25497,339.96
pte_ether,Arg0,335.84,25188,335.84
pte_bound,Arg3,234.62666666666667,17597,234.62666666666667
pte_amine,Arg0,181.0,13575,181.0
pte_alkyl_halide,Arg0,172.96,12972,172.96
pte_active,Arg0,162.0,12150,162.0
pte_ester,Arg0,146.96,11022,146.96
pte_ketone,Arg0,142.96,10722,142.96
pte_ames,Arg0,142.0,10650,142.0
pte_mutagenic,Arg0,137.96,10347,137.96
pte_non_ar_hetero_6_ring,Arg0,86.96,6522,86.96
pte_non_ar_hetero_5_ring,Arg0,78.0,5850,78.0
pte_sulfo,Arg0,75.0,1875,75.0
pte_phenol,Arg0,75.0,3675,75.0
pte_sulfide,Arg0,75.0,4650,75.0
pte_imine,Arg0,75.0,1275,75.0
pte_nitro,Arg0,75.0,3600,75.0
pte_methoxy,Arg0,75.0,4500,75.0
pte_alcohol,Arg0,75.0,600,75.0
pte_postestactive,Arg0,75.0,1500,75.0
pte_testactive_Neg,Arg0,75.0,2925,75.0
pte_testactive,Arg0,75.0,2925,75.0
pte_postestactive_neg,Arg0,75.0,2925,75.0
pte_five_ring,Arg0,75.0,5625,75.0
pte_non_ar_5c_ring,Arg0,75.0,2400,75.0
