candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,768.0,768000,768.0
USA_cars_datasets,country,768.0,768000,768.0
movie_metadata,country,768.0,768000,768.0
us_companies,country,687.0,363423,687.0
us_companies_copy,country,687.0,13053,687.0
cwurData,country,657.542,657542,657.542
UKDebate,country,618.496,618496,618.496
MoviesOnStreamingPlatforms_updated,Country,607.232,607232,607.232
netflix_titles,country,607.232,607232,607.232
world-cities,country,606.639,606639,606.639
acquisitions,Country,577.1701149425287,502138,577.1701149425287
Word_University_Rank_2020,Country,390.581,390581,390.581
edu,country,208.634,208634,208.634
who_suicide_statistics,country,204.844,204844,204.844
whr2015,Country,142.18987341772151,22466,142.18987341772151
gender_development,Country,113.63076923076923,22158,113.63076923076923
countries_of_the_world,Country,106.9251101321586,24272,106.9251101321586
World_countries_env_vars,Country,98.80246913580247,24009,98.80246913580247
countries_data,CountryName,90.432,90432,90.432
countries_metadatacountries,CountryName,35.24291497975708,8705,35.24291497975708
AdventureWorks2014_salesTerritory,Name,12.2,122,12.2
hfi_cc_2018,countries,9.423,9423,9.423
AdventureWorks2014_CountryRegion,Name,3.6554621848739495,870,3.6554621848739495
world_country,Name,3.6401673640167362,870,3.6401673640167362
countries_and_continents,name,3.4899598393574296,869,3.4899598393574296
booking,city,2.027292576419214,1857,2.027292576419214
