candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1024.0,8192,1024.0
pte_bound,Arg3,601.375,4811,601.375
pte_atm,Arg4,599.375,4795,599.375
pte_six_ring,Arg0,446.0,3568,446.0
pte_ind,Arg0,394.0,3152,394.0
pte_methyl,Arg0,378.0,3024,378.0
pte_non_ar_6c_ring,Arg0,365.0,2920,365.0
pte_bound_cnt,Arg0,340.0,2720,340.0
pte_atm_min_charge,Arg0,340.0,2720,340.0
pte_atm_max_charge,Arg0,340.0,2720,340.0
pte_atm_count,Arg0,340.0,2720,340.0
pte_ether,Arg0,336.0,2688,336.0
pte_amine,Arg0,181.0,1448,181.0
pte_alkyl_halide,Arg0,173.0,1384,173.0
pte_active,Arg0,162.0,1296,162.0
pte_ester,Arg0,147.0,1176,147.0
pte_ketone,Arg0,143.0,1144,143.0
pte_ames,Arg0,142.0,1136,142.0
pte_mutagenic,Arg0,138.0,1104,138.0
pte_non_ar_hetero_6_ring,Arg0,87.0,696,87.0
pte_non_ar_hetero_5_ring,Arg0,78.0,624,78.0
pte_five_ring,Arg0,75.0,600,75.0
pte_sulfide,Arg0,62.0,496,62.0
pte_methoxy,Arg0,60.0,480,60.0
pte_phenol,Arg0,49.0,392,49.0
pte_nitro,Arg0,48.0,384,48.0
pte_testactive_Neg,Arg0,39.0,312,39.0
pte_testactive,Arg0,39.0,312,39.0
pte_postestactive_neg,Arg0,39.0,312,39.0
pte_non_ar_5c_ring,Arg0,32.0,256,32.0
pte_sulfo,Arg0,25.0,200,25.0
pte_postestactive,Arg0,20.0,160,20.0
pte_imine,Arg0,17.0,136,17.0
pte_alcohol,Arg0,8.0,64,8.0
