candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,873.472,873472,873.472
USA_cars_datasets,country,873.472,873472,873.472
movie_metadata,country,873.472,873472,873.472
us_companies,country,839.0,443831,839.0
us_companies_copy,country,839.0,15941,839.0
MoviesOnStreamingPlatforms_updated,Country,816.128,816128,816.128
netflix_titles,country,816.128,816128,816.128
world-cities,country,815.331,815331,815.331
cwurData,country,786.651,786651,786.651
UKDebate,country,775.168,775168,775.168
acquisitions,Country,664.383908045977,578014,664.383908045977
Word_University_Rank_2020,Country,481.056,481056,481.056
who_suicide_statistics,country,390.632,390632,390.632
edu,country,264.478,264478,264.478
whr2015,Country,138.5379746835443,21889,138.5379746835443
countries_data,CountryName,121.848,121848,121.848
gender_development,Country,106.96923076923076,20859,106.96923076923076
countries_of_the_world,Country,104.45374449339207,23711,104.45374449339207
World_countries_env_vars,Country,98.10288065843622,23839,98.10288065843622
countries_metadatacountries,CountryName,35.020242914979754,8650,35.020242914979754
hfi_cc_2018,region,20.961,20961,20.961
hfi_cc_2018,countries,8.136,8136,8.136
AdventureWorks2014_salesTerritory,Name,6.5,65,6.5
countries_metadatacountries,Region,5.121495327102804,1096,5.121495327102804
world_country,Name,2.1757322175732217,520,2.1757322175732217
AdventureWorks2014_CountryRegion,Name,2.138655462184874,509,2.138655462184874
countries_and_continents,name,2.0923694779116464,521,2.0923694779116464
booking,city,1.0709606986899562,981,1.0709606986899562
