candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
world_country,Name,16.9163179916318,4043,16.9163179916318
countries_and_continents,name,16.839357429718877,4193,16.839357429718877
AdventureWorks2014_CountryRegion,Name,16.747899159663866,3986,16.747899159663866
countries_data,CountryName,7.004016064257028,1744,7.004016064257028
AdventureWorks2014_salesTerritory,Name,5.4,54,5.4
countries_metadatacountries,CountryName,4.6923076923076925,1159,4.6923076923076925
who_suicide_statistics,country,4.112449799196787,1024,4.112449799196787
hfi_cc_2018,countries,3.606425702811245,898,3.606425702811245
Word_University_Rank_2020,Country,3.433734939759036,855,3.433734939759036
edu,country,3.180722891566265,792,3.180722891566265
cwurData,country,1.8152610441767068,452,1.8152610441767068
language,Name,1.7228915662650603,429,1.7228915662650603
whr2015,Country,1.7215189873417722,272,1.7215189873417722
gender_development,Country,1.6102564102564103,314,1.6102564102564103
countries_of_the_world,Country,1.5418502202643172,350,1.5418502202643172
World_countries_env_vars,Country,1.48559670781893,361,1.48559670781893
world_city,Name,1.3373493975903614,333,1.3373493975903614
AdventureWorks2014_culture,Name,1.125,9,1.125
AdventureWorks2014_stateprovince,Name,1.0497237569060773,190,1.0497237569060773
world-cities,name,0.9718875502008032,242,0.9718875502008032
most_frequent_names,Name,0.8955823293172691,223,0.8955823293172691
fifa_ranking,country_full,0.7630522088353414,190,0.7630522088353414
