candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,893.952,893952,893.952
USA_cars_datasets,country,893.952,893952,893.952
movie_metadata,country,893.952,893952,893.952
us_companies,country,866.0,458114,866.0
us_companies_copy,country,866.0,16454,866.0
MoviesOnStreamingPlatforms_updated,Country,856.064,856064,856.064
netflix_titles,country,856.064,856064,856.064
world-cities,country,855.228,855228,855.228
UKDebate,country,845.824,845824,845.824
cwurData,country,808.543,808543,808.543
acquisitions,Country,684.3793103448276,595410,684.3793103448276
Word_University_Rank_2020,Country,507.307,507307,507.307
who_suicide_statistics,country,497.276,497276,497.276
edu,country,284.028,284028,284.028
whr2015,Country,131.5,20777,131.5
gender_development,Country,99.65641025641025,19433,99.65641025641025
countries_of_the_world,Country,98.9251101321586,22456,98.9251101321586
countries_data,CountryName,98.752,98752,98.752
World_countries_env_vars,Country,95.61728395061728,23235,95.61728395061728
countries_metadatacountries,CountryName,23.157894736842106,5720,23.157894736842106
AdventureWorks2014_salesTerritory,Name,10.1,101,10.1
hfi_cc_2018,countries,9.27,9270,9.27
hfi_cc_2018,region,7.65,7650,7.65
countries_metadatacountries,Region,1.8691588785046729,400,1.8691588785046729
world_country,Name,1.3472803347280335,322,1.3472803347280335
AdventureWorks2014_CountryRegion,Name,1.3067226890756303,311,1.3067226890756303
countries_and_continents,name,1.2931726907630523,322,1.2931726907630523
