candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,995.328,995328,995.328
USA_cars_datasets,country,995.328,995328,995.328
movie_metadata,country,995.328,995328,995.328
us_companies,country,971.0,513659,971.0
us_companies_copy,country,971.0,18449,971.0
cwurData,country,941.779,941779,941.779
UKDebate,country,935.936,935936,935.936
MoviesOnStreamingPlatforms_updated,Country,914.432,914432,914.432
netflix_titles,country,914.432,914432,914.432
world-cities,country,913.539,913539,913.539
acquisitions,Country,767.3252873563218,667573,767.3252873563218
Word_University_Rank_2020,Country,704.587,704587,704.587
who_suicide_statistics,country,604.9,604900,604.9
edu,country,412.102,412102,412.102
whr2015,Country,234.03164556962025,36977,234.03164556962025
countries_data,CountryName,220.088,220088,220.088
gender_development,Country,185.35897435897436,36145,185.35897435897436
countries_of_the_world,Country,178.22907488986783,40458,178.22907488986783
World_countries_env_vars,Country,168.559670781893,40960,168.559670781893
countries_metadatacountries,CountryName,31.611336032388664,7808,31.611336032388664
directory,Country,29.268,29268,29.268
AdventureWorks2014_salesTerritory,Name,10.7,107,10.7
hfi_cc_2018,countries,8.415,8415,8.415
world_country,Name,0.7949790794979079,190,0.7949790794979079
AdventureWorks2014_CountryRegion,Name,0.773109243697479,184,0.773109243697479
countries_and_continents,name,0.7630522088353414,190,0.7630522088353414
