query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
AdventureWorks2014_CountryRegion.csv,Name,1,countries_and_continents,name,16.747899159663866,3986,16.747899159663866
AdventureWorks2014_CountryRegion.csv,Name,1,world_country,Name,16.138655462184875,3841,16.138655462184875
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_CountryRegion,Name,15.932773109243698,3792,15.932773109243698
AdventureWorks2014_CountryRegion.csv,Name,1,countries_data,CountryName,7.092436974789916,1688,7.092436974789916
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_salesTerritory,Name,5.8,58,5.8
AdventureWorks2014_CountryRegion.csv,Name,1,countries_metadatacountries,CountryName,4.8277310924369745,1149,4.8277310924369745
AdventureWorks2014_CountryRegion.csv,Name,1,who_suicide_statistics,country,4.302521008403361,1024,4.302521008403361
AdventureWorks2014_CountryRegion.csv,Name,1,hfi_cc_2018,countries,3.8487394957983194,916,3.8487394957983194
AdventureWorks2014_CountryRegion.csv,Name,1,Word_University_Rank_2020,Country,3.596638655462185,856,3.596638655462185
AdventureWorks2014_CountryRegion.csv,Name,1,edu,country,3.327731092436975,792,3.327731092436975
AdventureWorks2014_CountryRegion.csv,Name,1,language,Name,2.0,476,2.0
AdventureWorks2014_CountryRegion.csv,Name,1,cwurData,country,1.8991596638655461,452,1.8991596638655461
AdventureWorks2014_CountryRegion.csv,Name,1,whr2015,Country,1.8101265822784811,286,1.8101265822784811
AdventureWorks2014_CountryRegion.csv,Name,1,gender_development,Country,1.6923076923076923,330,1.6923076923076923
AdventureWorks2014_CountryRegion.csv,Name,1,world_country,LocalName,1.5924369747899159,379,1.5924369747899159
AdventureWorks2014_CountryRegion.csv,Name,1,countries_of_the_world,Country,1.5814977973568283,359,1.5814977973568283
AdventureWorks2014_CountryRegion.csv,Name,1,world_city,Name,1.5630252100840336,372,1.5630252100840336
AdventureWorks2014_CountryRegion.csv,Name,1,World_countries_env_vars,Country,1.5546218487394958,370,1.5546218487394958
AdventureWorks2014_CountryRegion.csv,Name,1,world-cities,name,1.0588235294117647,252,1.0588235294117647
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_stateprovince,Name,1.0165745856353592,184,1.0165745856353592
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_culture,Name,1.0,8,1.0
AdventureWorks2014_CountryRegion.csv,Name,1,countries_and_continents,official_name_en,0.9705882352941176,231,0.9705882352941176
AdventureWorks2014_CountryRegion.csv,Name,1,most_frequent_names,Name,0.9327731092436975,222,0.9327731092436975
AdventureWorks2014_CountryRegion.csv,Name,1,fifa_ranking,country_full,0.7983193277310925,190,0.7983193277310925
AdventureWorks2014_salesTerritory.csv,Name,2,who_suicide_statistics,country,42.0,420,42.0
AdventureWorks2014_salesTerritory.csv,Name,2,Word_University_Rank_2020,Country,15.1,151,15.1
AdventureWorks2014_salesTerritory.csv,Name,2,cwurData,country,13.0,130,13.0
AdventureWorks2014_salesTerritory.csv,Name,2,edu,country,9.6,96,9.6
AdventureWorks2014_salesTerritory.csv,Name,2,countries_data,CountryName,8.8,88,8.8
AdventureWorks2014_salesTerritory.csv,Name,2,AdventureWorks2014_CountryRegion,Name,5.8,58,5.8
AdventureWorks2014_salesTerritory.csv,Name,2,world_country,Name,5.7,57,5.7
AdventureWorks2014_salesTerritory.csv,Name,2,countries_and_continents,name,5.4,54,5.4
AdventureWorks2014_salesTerritory.csv,Name,2,acquisitions,Country,2.8,28,2.8
AdventureWorks2014_salesTerritory.csv,Name,2,AdventureWorks2014_salesTerritory,Name,2.4,24,2.4
AdventureWorks2014_salesTerritory.csv,Name,2,hfi_cc_2018,countries,1.8,18,1.8
AdventureWorks2014_salesTerritory.csv,Name,2,AdventureWorks2014_stateprovince,Name,1.8,18,1.8
AdventureWorks2014_salesTerritory.csv,Name,2,countries_metadatacountries,CountryName,0.9,9,0.9
affirmative_asylum.csv,ContinentCountryofNationality,3,affirmative_asylum,ContinentCountryofNationality,13.36697247706422,1457,13.36697247706422
affirmative_asylum.csv,ContinentCountryofNationality,3,hfi_cc_2018,countries,4.935779816513762,538,4.935779816513762
affirmative_asylum.csv,ContinentCountryofNationality,3,fifa_ranking,country_full,4.229357798165138,461,4.229357798165138
affirmative_asylum.csv,ContinentCountryofNationality,3,world_country,Continent,4.055045871559633,442,4.055045871559633
affirmative_asylum.csv,ContinentCountryofNationality,3,who_suicide_statistics,country,2.6422018348623855,288,2.6422018348623855
affirmative_asylum.csv,ContinentCountryofNationality,3,countries_and_continents,Continent,1.5229357798165137,166,1.5229357798165137
affirmative_asylum.csv,ContinentCountryofNationality,3,edu,country,1.0642201834862386,116,1.0642201834862386
affirmative_asylum.csv,ContinentCountryofNationality,3,population_by_country_2020,CountryDependency,0.7706422018348624,84,0.7706422018348624
countries_and_continents.csv,name,4,world_country,Name,16.9163179916318,4043,16.9163179916318
countries_and_continents.csv,name,4,countries_and_continents,name,16.839357429718877,4193,16.839357429718877
countries_and_continents.csv,name,4,AdventureWorks2014_CountryRegion,Name,16.747899159663866,3986,16.747899159663866
countries_and_continents.csv,name,4,countries_data,CountryName,7.004016064257028,1744,7.004016064257028
countries_and_continents.csv,name,4,AdventureWorks2014_salesTerritory,Name,5.4,54,5.4
countries_and_continents.csv,name,4,countries_metadatacountries,CountryName,4.6923076923076925,1159,4.6923076923076925
countries_and_continents.csv,name,4,who_suicide_statistics,country,4.112449799196787,1024,4.112449799196787
countries_and_continents.csv,name,4,hfi_cc_2018,countries,3.606425702811245,898,3.606425702811245
countries_and_continents.csv,name,4,Word_University_Rank_2020,Country,3.433734939759036,855,3.433734939759036
countries_and_continents.csv,name,4,edu,country,3.180722891566265,792,3.180722891566265
countries_and_continents.csv,name,4,cwurData,country,1.8152610441767068,452,1.8152610441767068
