candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
countries_and_continents,name,16.9163179916318,4043,16.9163179916318
world_country,Name,16.297071129707113,3895,16.297071129707113
AdventureWorks2014_CountryRegion,Name,16.138655462184875,3841,16.138655462184875
countries_data,CountryName,6.828451882845188,1632,6.828451882845188
AdventureWorks2014_salesTerritory,Name,5.7,57,5.7
countries_metadatacountries,CountryName,4.7656903765690375,1139,4.7656903765690375
who_suicide_statistics,country,4.2845188284518825,1024,4.2845188284518825
hfi_cc_2018,countries,3.6820083682008367,880,3.6820083682008367
Word_University_Rank_2020,Country,3.585774058577406,857,3.585774058577406
edu,country,3.3138075313807533,792,3.3138075313807533
cwurData,country,1.891213389121339,452,1.891213389121339
language,Name,1.887029288702929,451,1.887029288702929
whr2015,Country,1.7911392405063291,283,1.7911392405063291
gender_development,Country,1.676923076923077,327,1.676923076923077
countries_of_the_world,Country,1.5814977973568283,359,1.5814977973568283
World_countries_env_vars,Country,1.5313807531380754,366,1.5313807531380754
world_city,Name,1.497907949790795,358,1.497907949790795
AdventureWorks2014_culture,Name,1.125,9,1.125
world-cities,name,1.0376569037656904,248,1.0376569037656904
AdventureWorks2014_stateprovince,Name,1.0,181,1.0
most_frequent_names,Name,0.9414225941422594,225,0.9414225941422594
fifa_ranking,country_full,0.7949790794979079,190,0.7949790794979079
