candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.561,1023561,1023.561
pte_sulfo,Arg0,1000.0,25000,1000.0
pte_sulfide,Arg0,1000.0,62000,1000.0
pte_alcohol,Arg0,1000.0,8000,1000.0
pte_postestactive,Arg0,1000.0,20000,1000.0
pte_testactive_Neg,Arg0,1000.0,39000,1000.0
pte_testactive,Arg0,1000.0,39000,1000.0
pte_postestactive_neg,Arg0,1000.0,39000,1000.0
pte_methoxy,Arg0,999.95,59997,999.95
pte_phenol,Arg0,999.9387755102041,48997,999.9387755102041
pte_non_ar_hetero_5_ring,Arg0,999.9230769230769,77994,999.9230769230769
pte_non_ar_5c_ring,Arg0,999.90625,31997,999.90625
pte_five_ring,Arg0,999.88,74991,999.88
pte_imine,Arg0,999.8235294117648,16997,999.8235294117648
pte_nitro,Arg0,999.8125,47991,999.8125
pte_ames,Arg0,999.7535211267606,141965,999.7535211267606
pte_alkyl_halide,Arg0,999.7109826589596,172950,999.7109826589596
pte_bound_cnt,Arg0,999.7029411764706,339899,999.7029411764706
pte_atm_min_charge,Arg0,999.7029411764706,339899,999.7029411764706
pte_atm_max_charge,Arg0,999.7029411764706,339899,999.7029411764706
pte_atm_count,Arg0,999.7029411764706,339899,999.7029411764706
pte_active,Arg0,999.6851851851852,161949,999.6851851851852
pte_amine,Arg0,999.6740331491712,180941,999.6740331491712
pte_ind,Arg0,999.6421319796955,393859,999.6421319796955
pte_non_ar_6c_ring,Arg0,999.6301369863014,364865,999.6301369863014
pte_ester,Arg0,999.5986394557823,146941,999.5986394557823
pte_six_ring,Arg0,999.5852017937219,445815,999.5852017937219
pte_methyl,Arg0,999.5185185185185,377818,999.5185185185185
pte_mutagenic,Arg0,999.5,137931,999.5
pte_ketone,Arg0,999.4755244755245,142925,999.4755244755245
pte_non_ar_hetero_6_ring,Arg0,999.4252873563219,86950,999.4252873563219
pte_ether,Arg0,999.360119047619,335785,999.360119047619
pte_atm,Arg4,408.501,408501,408.501
pte_bound,Arg3,302.218,302218,302.218
