candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,833.536,833536,833.536
USA_cars_datasets,country,833.536,833536,833.536
movie_metadata,country,833.536,833536,833.536
us_companies,country,793.0,419497,793.0
us_companies_copy,country,793.0,15067,793.0
cwurData,country,745.417,745417,745.417
UKDebate,country,729.088,729088,729.088
MoviesOnStreamingPlatforms_updated,Country,707.584,707584,707.584
netflix_titles,country,707.584,707584,707.584
world-cities,country,706.893,706893,706.893
acquisitions,Country,633.1344827586207,550827,633.1344827586207
Word_University_Rank_2020,Country,496.19,496190,496.19
who_suicide_statistics,country,319.652,319652,319.652
edu,country,270.556,270556,270.556
whr2015,Country,167.31645569620252,26436,167.31645569620252
countries_data,CountryName,137.064,137064,137.064
gender_development,Country,132.2974358974359,25798,132.2974358974359
countries_of_the_world,Country,126.49339207048457,28714,126.49339207048457
World_countries_env_vars,Country,117.6954732510288,28600,117.6954732510288
countries_metadatacountries,CountryName,29.76923076923077,7353,29.76923076923077
AdventureWorks2014_salesTerritory,Name,14.1,141,14.1
directory,Country,9.54,9540,9.54
hfi_cc_2018,countries,9.513,9513,9.513
world_country,Name,2.912133891213389,696,2.912133891213389
AdventureWorks2014_CountryRegion,Name,2.8445378151260505,677,2.8445378151260505
countries_and_continents,name,2.783132530120482,693,2.783132530120482
booking,city,0.7849344978165939,719,0.7849344978165939
