candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.9166666666666,61435,1023.9166666666666
pte_six_ring,Arg0,445.96666666666664,26758,445.96666666666664
pte_ind,Arg0,393.98333333333335,23639,393.98333333333335
pte_atm,Arg4,381.95,22917,381.95
pte_methyl,Arg0,377.95,22677,377.95
pte_non_ar_6c_ring,Arg0,364.98333333333335,21899,364.98333333333335
pte_bound_cnt,Arg0,339.98333333333335,20399,339.98333333333335
pte_atm_min_charge,Arg0,339.98333333333335,20399,339.98333333333335
pte_atm_max_charge,Arg0,339.98333333333335,20399,339.98333333333335
pte_atm_count,Arg0,339.98333333333335,20399,339.98333333333335
pte_ether,Arg0,335.93333333333334,20156,335.93333333333334
pte_bound,Arg3,231.5,13890,231.5
pte_amine,Arg0,181.0,10860,181.0
pte_alkyl_halide,Arg0,172.98333333333332,10379,172.98333333333332
pte_active,Arg0,162.0,9720,162.0
pte_ester,Arg0,146.98333333333332,8819,146.98333333333332
pte_ketone,Arg0,142.98333333333332,8579,142.98333333333332
pte_ames,Arg0,142.0,8520,142.0
pte_mutagenic,Arg0,137.98333333333332,8279,137.98333333333332
pte_non_ar_hetero_6_ring,Arg0,86.98333333333333,5219,86.98333333333333
pte_non_ar_hetero_5_ring,Arg0,78.0,4680,78.0
pte_five_ring,Arg0,75.0,4500,75.0
pte_sulfide,Arg0,62.0,3720,62.0
pte_sulfo,Arg0,60.0,1500,60.0
pte_phenol,Arg0,60.0,2940,60.0
pte_imine,Arg0,60.0,1020,60.0
pte_nitro,Arg0,60.0,2880,60.0
pte_methoxy,Arg0,60.0,3600,60.0
pte_alcohol,Arg0,60.0,480,60.0
pte_postestactive,Arg0,60.0,1200,60.0
pte_testactive_Neg,Arg0,60.0,2340,60.0
pte_testactive,Arg0,60.0,2340,60.0
pte_postestactive_neg,Arg0,60.0,2340,60.0
pte_non_ar_5c_ring,Arg0,60.0,1920,60.0
