candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,285.1645569620253,45056,285.1645569620253
USA_cars_datasets,country,285.1645569620253,45056,285.1645569620253
movie_metadata,country,285.1645569620253,45056,285.1645569620253
cwurData,country,218.82911392405063,34575,218.82911392405063
UKDebate,country,194.43037974683546,30720,194.43037974683546
acquisitions,Country,183.8227848101266,29044,183.8227848101266
MoviesOnStreamingPlatforms_updated,Country,162.0253164556962,25600,162.0253164556962
netflix_titles,country,162.0253164556962,25600,162.0253164556962
world-cities,country,161.86708860759492,25575,161.86708860759492
Word_University_Rank_2020,Country,135.78481012658227,21454,135.78481012658227
us_companies,country,130.5759493670886,20631,130.5759493670886
edu,country,95.45569620253164,15082,95.45569620253164
who_suicide_statistics,country,56.9873417721519,9004,56.9873417721519
us_companies_copy,country,39.0,741,39.0
countries_data,CountryName,37.41772151898734,5912,37.41772151898734
countries_of_the_world,Country,25.746835443037973,4068,25.746835443037973
World_countries_env_vars,Country,25.67721518987342,4057,25.67721518987342
gender_development,Country,24.911392405063292,3936,24.911392405063292
whr2015,Country,23.037974683544302,3640,23.037974683544302
hfi_cc_2018,countries,15.708860759493671,2482,15.708860759493671
countries_metadatacountries,CountryName,15.259493670886076,2411,15.259493670886076
fifa_ranking,country_full,4.639240506329114,733,4.639240506329114
AdventureWorks2014_CountryRegion,Name,1.8101265822784811,286,1.8101265822784811
world_country,Name,1.7911392405063291,283,1.7911392405063291
countries_and_continents,name,1.7215189873417722,272,1.7215189873417722
booking,city,1.4493670886075949,229,1.4493670886075949
hfi_cc_2018,region,0.9683544303797469,153,0.9683544303797469
countries_and_continents,official_name_en,0.9240506329113924,146,0.9240506329113924
