candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.8717948717949,79862,1023.8717948717949
pte_six_ring,Arg0,445.94871794871796,34784,445.94871794871796
pte_ind,Arg0,393.97435897435895,30730,393.97435897435895
pte_methyl,Arg0,377.9230769230769,29478,377.9230769230769
pte_non_ar_6c_ring,Arg0,364.97435897435895,28468,364.97435897435895
pte_bound_cnt,Arg0,339.97435897435895,26518,339.97435897435895
pte_atm_min_charge,Arg0,339.97435897435895,26518,339.97435897435895
pte_atm_max_charge,Arg0,339.97435897435895,26518,339.97435897435895
pte_atm_count,Arg0,339.97435897435895,26518,339.97435897435895
pte_ether,Arg0,335.8974358974359,26200,335.8974358974359
pte_atm,Arg4,331.02564102564105,25820,331.02564102564105
pte_amine,Arg0,181.0,14118,181.0
pte_alkyl_halide,Arg0,172.97435897435898,13492,172.97435897435898
pte_active,Arg0,162.0,12636,162.0
pte_ester,Arg0,146.97435897435898,11464,146.97435897435898
pte_ketone,Arg0,142.97435897435898,11152,142.97435897435898
pte_ames,Arg0,142.0,11076,142.0
pte_mutagenic,Arg0,137.97435897435898,10762,137.97435897435898
pte_bound,Arg3,123.51282051282051,9634,123.51282051282051
pte_non_ar_hetero_6_ring,Arg0,86.97435897435898,6784,86.97435897435898
pte_sulfo,Arg0,78.0,1950,78.0
pte_phenol,Arg0,78.0,3822,78.0
pte_sulfide,Arg0,78.0,4836,78.0
pte_imine,Arg0,78.0,1326,78.0
pte_nitro,Arg0,78.0,3744,78.0
pte_non_ar_hetero_5_ring,Arg0,78.0,6084,78.0
pte_methoxy,Arg0,78.0,4680,78.0
pte_alcohol,Arg0,78.0,624,78.0
pte_postestactive,Arg0,78.0,1560,78.0
pte_testactive_Neg,Arg0,78.0,3042,78.0
pte_testactive,Arg0,78.0,3042,78.0
pte_postestactive_neg,Arg0,78.0,3042,78.0
pte_five_ring,Arg0,78.0,5850,78.0
pte_non_ar_5c_ring,Arg0,78.0,2496,78.0
