candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.7058823529412,17403,1023.7058823529412
pte_six_ring,Arg0,445.88235294117646,7580,445.88235294117646
pte_atm,Arg4,402.29411764705884,6839,402.29411764705884
pte_ind,Arg0,393.94117647058823,6697,393.94117647058823
pte_methyl,Arg0,377.8235294117647,6423,377.8235294117647
pte_non_ar_6c_ring,Arg0,364.94117647058823,6204,364.94117647058823
pte_bound_cnt,Arg0,339.94117647058823,5779,339.94117647058823
pte_atm_min_charge,Arg0,339.94117647058823,5779,339.94117647058823
pte_atm_max_charge,Arg0,339.94117647058823,5779,339.94117647058823
pte_atm_count,Arg0,339.94117647058823,5779,339.94117647058823
pte_ether,Arg0,335.7647058823529,5708,335.7647058823529
pte_has_property,Arg2,277.6470588235294,4720,277.6470588235294
pte_ind,Arg1,236.88235294117646,4027,236.88235294117646
pte_bound,Arg3,190.47058823529412,3238,190.47058823529412
pte_amine,Arg0,181.0,3077,181.0
pte_alkyl_halide,Arg0,172.94117647058823,2940,172.94117647058823
pte_active,Arg0,162.0,2754,162.0
pte_ester,Arg0,146.94117647058823,2498,146.94117647058823
pte_ketone,Arg0,142.94117647058823,2430,142.94117647058823
pte_ames,Arg0,142.0,2414,142.0
pte_mutagenic,Arg0,137.94117647058823,2345,137.94117647058823
pte_non_ar_hetero_6_ring,Arg0,86.94117647058823,1478,86.94117647058823
pte_non_ar_hetero_5_ring,Arg0,78.0,1326,78.0
pte_five_ring,Arg0,75.0,1275,75.0
pte_ind,Arg2,64.0,1088,64.0
pte_sulfide,Arg0,62.0,1054,62.0
pte_methoxy,Arg0,60.0,1020,60.0
pte_phenol,Arg0,49.0,833,49.0
pte_nitro,Arg0,48.0,816,48.0
pte_testactive_Neg,Arg0,39.0,663,39.0
pte_testactive,Arg0,39.0,663,39.0
pte_postestactive_neg,Arg0,39.0,663,39.0
pte_non_ar_5c_ring,Arg0,32.0,544,32.0
pte_sulfo,Arg0,25.0,425,25.0
pte_postestactive,Arg0,20.0,340,20.0
pte_imine,Arg0,17.0,289,17.0
pte_alcohol,Arg0,17.0,136,17.0
