candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.84375,32763,1023.84375
pte_atm,Arg4,494.21875,15815,494.21875
pte_six_ring,Arg0,445.9375,14270,445.9375
pte_ind,Arg0,393.96875,12607,393.96875
pte_methyl,Arg0,377.90625,12093,377.90625
pte_non_ar_6c_ring,Arg0,364.96875,11679,364.96875
pte_bound_cnt,Arg0,339.96875,10879,339.96875
pte_atm_min_charge,Arg0,339.96875,10879,339.96875
pte_atm_max_charge,Arg0,339.96875,10879,339.96875
pte_atm_count,Arg0,339.96875,10879,339.96875
pte_ether,Arg0,335.875,10748,335.875
pte_bound,Arg3,248.84375,7963,248.84375
pte_amine,Arg0,181.0,5792,181.0
pte_alkyl_halide,Arg0,172.96875,5535,172.96875
pte_active,Arg0,162.0,5184,162.0
pte_ester,Arg0,146.96875,4703,146.96875
pte_ketone,Arg0,142.96875,4575,142.96875
pte_ames,Arg0,142.0,4544,142.0
pte_mutagenic,Arg0,137.96875,4415,137.96875
pte_non_ar_hetero_6_ring,Arg0,86.96875,2783,86.96875
pte_non_ar_hetero_5_ring,Arg0,78.0,2496,78.0
pte_five_ring,Arg0,75.0,2400,75.0
pte_sulfide,Arg0,62.0,1984,62.0
pte_methoxy,Arg0,60.0,1920,60.0
pte_phenol,Arg0,49.0,1568,49.0
pte_nitro,Arg0,48.0,1536,48.0
pte_testactive_Neg,Arg0,39.0,1248,39.0
pte_testactive,Arg0,39.0,1248,39.0
pte_postestactive_neg,Arg0,39.0,1248,39.0
pte_sulfo,Arg0,32.0,800,32.0
pte_imine,Arg0,32.0,544,32.0
pte_alcohol,Arg0,32.0,256,32.0
pte_postestactive,Arg0,32.0,640,32.0
pte_non_ar_5c_ring,Arg0,32.0,1024,32.0
