candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
UKDebate,country,1024.0,1024000,1024.0
movies,country,1024.0,1024000,1024.0
MoviesOnStreamingPlatforms_updated,Country,1024.0,1024000,1024.0
USA_cars_datasets,country,1024.0,1024000,1024.0
netflix_titles,country,1024.0,1024000,1024.0
movie_metadata,country,1024.0,1024000,1024.0
world-cities,country,1023.0,1023000,1023.0
cwurData,country,1022.916,1022916,1022.916
us_companies,country,1000.0,529000,1000.0
us_companies_copy,country,1000.0,19000,1000.0
Word_University_Rank_2020,Country,827.328,827328,827.328
acquisitions,Country,793.0574712643678,689960,793.0574712643678
who_suicide_statistics,country,734.736,734736,734.736
edu,country,500.84,500840,500.84
whr2015,Country,277.746835443038,43884,277.746835443038
countries_data,CountryName,263.648,263648,263.648
gender_development,Country,219.89743589743588,42880,219.89743589743588
countries_of_the_world,Country,210.87224669603523,47868,210.87224669603523
World_countries_env_vars,Country,201.06995884773661,48860,201.06995884773661
directory,Country,35.856,35856,35.856
countries_metadatacountries,CountryName,32.35627530364373,7992,32.35627530364373
hfi_cc_2018,countries,9.0,9000,9.0
