candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,740.352,740352,740.352
USA_cars_datasets,country,740.352,740352,740.352
movie_metadata,country,740.352,740352,740.352
us_companies,country,640.0,338560,640.0
us_companies_copy,country,640.0,12160,640.0
cwurData,country,623.878,623878,623.878
acquisitions,Country,557.2873563218391,484840,557.2873563218391
MoviesOnStreamingPlatforms_updated,Country,549.888,549888,549.888
netflix_titles,country,549.888,549888,549.888
world-cities,country,549.351,549351,549.351
UKDebate,country,545.792,545792,545.792
Word_University_Rank_2020,Country,363.499,363499,363.499
who_suicide_statistics,country,212.904,212904,212.904
edu,country,207.618,207618,207.618
whr2015,Country,160.55696202531647,25368,160.55696202531647
gender_development,Country,131.02564102564102,25550,131.02564102564102
countries_of_the_world,Country,122.18061674008811,27735,122.18061674008811
World_countries_env_vars,Country,113.2798353909465,27527,113.2798353909465
countries_data,CountryName,78.016,78016,78.016
countries_metadatacountries,CountryName,50.14574898785425,12386,50.14574898785425
hfi_cc_2018,region,16.83,16830,16.83
AdventureWorks2014_salesTerritory,Name,9.0,90,9.0
AdventureWorks2014_CountryRegion,Name,4.676470588235294,1113,4.676470588235294
world_country,Name,4.661087866108787,1114,4.661087866108787
countries_and_continents,name,4.4417670682730925,1106,4.4417670682730925
booking,city,1.6419213973799127,1504,1.6419213973799127
affirmative_asylum,ContinentCountryofNationality,1.2568807339449541,137,1.2568807339449541
