candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,185.344,185344,185.344
USA_cars_datasets,country,185.344,185344,185.344
movie_metadata,country,185.344,185344,185.344
us_companies,country,154.0,81466,154.0
us_companies_copy,country,154.0,2926,154.0
cwurData,country,139.518,139518,139.518
acquisitions,Country,137.28850574712644,119441,137.28850574712644
UKDebate,country,116.736,116736,116.736
MoviesOnStreamingPlatforms_updated,Country,103.424,103424,103.424
netflix_titles,country,103.424,103424,103.424
world-cities,country,103.323,103323,103.323
whr2015,Country,96.05696202531645,15177,96.05696202531645
gender_development,Country,90.36410256410257,17621,90.36410256410257
Word_University_Rank_2020,Country,84.507,84507,84.507
countries_of_the_world,Country,81.63436123348018,18531,81.63436123348018
World_countries_env_vars,Country,76.50205761316873,18590,76.50205761316873
edu,country,66.546,66546,66.546
countries_metadatacountries,CountryName,46.825910931174086,11566,46.825910931174086
who_suicide_statistics,country,33.684,33684,33.684
countries_data,CountryName,24.992,24992,24.992
hfi_cc_2018,region,12.405,12405,12.405
world_country,Region,6.828451882845188,1632,6.828451882845188
directory,Country,5.97,5970,5.97
AdventureWorks2014_CountryRegion,Name,5.945378151260504,1415,5.945378151260504
countries_and_continents,name,5.357429718875502,1334,5.357429718875502
fifa_ranking,country_full,3.802,3802,3.802
affirmative_asylum,ContinentCountryofNationality,2.293577981651376,250,2.293577981651376
population_by_country_2020,CountryDependency,1.2553191489361701,295,1.2553191489361701
booking,city,1.0436681222707425,956,1.0436681222707425
AdventureWorks2014_salesTerritory,Name,0.9,9,0.9
