candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,206.48559670781893,50176,206.48559670781893
USA_cars_datasets,country,206.48559670781893,50176,206.48559670781893
movie_metadata,country,206.48559670781893,50176,206.48559670781893
cwurData,country,155.9917695473251,37906,155.9917695473251
acquisitions,Country,132.46090534979425,32188,132.46090534979425
UKDebate,country,122.20576131687243,29696,122.20576131687243
MoviesOnStreamingPlatforms_updated,Country,122.20576131687243,29696,122.20576131687243
netflix_titles,country,122.20576131687243,29696,122.20576131687243
world-cities,country,122.09053497942386,29668,122.09053497942386
Word_University_Rank_2020,Country,94.99588477366255,23084,94.99588477366255
us_companies,country,91.4320987654321,22218,91.4320987654321
edu,country,70.64197530864197,17166,70.64197530864197
us_companies_copy,country,42.0,798,42.0
who_suicide_statistics,country,34.13991769547325,8296,34.13991769547325
countries_data,CountryName,25.843621399176953,6280,25.843621399176953
whr2015,Country,25.67721518987342,4057,25.67721518987342
gender_development,Country,24.03076923076923,4686,24.03076923076923
countries_of_the_world,Country,22.101321585903083,5017,22.101321585903083
World_countries_env_vars,Country,20.736625514403293,5039,20.736625514403293
countries_metadatacountries,CountryName,11.954732510288066,2905,11.954732510288066
hfi_cc_2018,countries,11.362139917695472,2761,11.362139917695472
fifa_ranking,country_full,3.7983539094650207,923,3.7983539094650207
AdventureWorks2014_CountryRegion,Name,1.5546218487394958,370,1.5546218487394958
world_country,Name,1.5313807531380754,366,1.5313807531380754
countries_and_continents,name,1.48559670781893,361,1.48559670781893
booking,city,0.9423868312757202,229,0.9423868312757202
countries_and_continents,official_name_en,0.9045643153526971,218,0.9045643153526971
