candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
pte_has_property,Arg0,1023.8979591836735,50171,1023.8979591836735
pte_six_ring,Arg0,445.9591836734694,21852,445.9591836734694
pte_atm,Arg4,444.14285714285717,21763,444.14285714285717
pte_ind,Arg0,393.9795918367347,19305,393.9795918367347
pte_methyl,Arg0,377.9387755102041,18519,377.9387755102041
pte_non_ar_6c_ring,Arg0,364.9795918367347,17884,364.9795918367347
pte_bound_cnt,Arg0,339.9795918367347,16659,339.9795918367347
pte_atm_min_charge,Arg0,339.9795918367347,16659,339.9795918367347
pte_atm_max_charge,Arg0,339.9795918367347,16659,339.9795918367347
pte_atm_count,Arg0,339.9795918367347,16659,339.9795918367347
pte_ether,Arg0,335.9183673469388,16460,335.9183673469388
pte_bound,Arg3,226.83673469387756,11115,226.83673469387756
pte_amine,Arg0,181.0,8869,181.0
pte_alkyl_halide,Arg0,172.9795918367347,8476,172.9795918367347
pte_active,Arg0,162.0,7938,162.0
pte_ester,Arg0,146.9795918367347,7202,146.9795918367347
pte_ketone,Arg0,142.9795918367347,7006,142.9795918367347
pte_ames,Arg0,142.0,6958,142.0
pte_mutagenic,Arg0,137.9795918367347,6761,137.9795918367347
pte_non_ar_hetero_6_ring,Arg0,86.9795918367347,4262,86.9795918367347
pte_non_ar_hetero_5_ring,Arg0,78.0,3822,78.0
pte_five_ring,Arg0,75.0,3675,75.0
pte_sulfide,Arg0,62.0,3038,62.0
pte_methoxy,Arg0,60.0,2940,60.0
pte_sulfo,Arg0,49.0,1225,49.0
pte_phenol,Arg0,49.0,2401,49.0
pte_imine,Arg0,49.0,833,49.0
pte_nitro,Arg0,49.0,2352,49.0
pte_alcohol,Arg0,49.0,392,49.0
pte_postestactive,Arg0,49.0,980,49.0
pte_testactive_Neg,Arg0,49.0,1911,49.0
pte_testactive,Arg0,49.0,1911,49.0
pte_postestactive_neg,Arg0,49.0,1911,49.0
pte_non_ar_5c_ring,Arg0,49.0,1568,49.0
