benchmark,query_table,query_column,candidate_table,candidate_column,methods,method_scores,lexical_score,query_unique_values,candidate_unique_values
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_001041.csv,title,deepjoin,"{""deepjoin"": 0.865945}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Algeria"", ""Argentina"", ""Armenia"", ""Australia"", ""Austria"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Belgium"", ""Bhutan"", ""Bolivia"", ""Brazil"", ""Bulgaria"", ""Burma (Myanmar)"", ""Cambodia"", ""Cameroon"", ""Canada"", ""Chile"", ""China (People's Republic Of)"", ""Colombia"", ""Costa Rica"", ""Cyprus"", ""Czech Republic"", ""Denmark"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Estonia"", ""Ethiopia"", ""Finland"", ""France"", ""Georgia"", ""Germany"", ""Ghana"", ""Greece"", ""Guatemala"", ""Hong Kong"", ""Hungary"", ""Iceland"", ""India"", ""Indonesia"", ""Iran"", ""Ireland"", ""Israel"", ""Italy"", ""Jamaica"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Korea, South"", ""Kuwait"", ""Kyrgyzstan"", ""Latvia"", ""Lebanon"", ""Lithuania"", ""Macau"", ""Macedonia"", ""Madagascar"", ""Malaysia"", ""Mauritania"", ""Mauritius""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_010374.csv,title,deepjoin,"{""deepjoin"": 0.817329}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Nigeria"", ""South Africa"", ""India"", ""Mozambique"", ""Tanzania"", ""Zimbabwe"", ""Uganda"", ""Kenya"", ""Malawi"", ""Ethiopia"", ""Cameroon"", ""Congo, Democratic Republic of the"", ""Indonesia"", ""Cote d'Ivoire"", ""Zambia"", ""Thailand"", ""Lesotho"", ""Brazil"", ""Chad"", ""Ukraine"", ""South Sudan"", ""Vietnam"", ""Angola"", ""Central African Republic"", ""Burma"", ""Ghana"", ""Namibia"", ""Togo"", ""Colombia"", ""Haiti"", ""Malaysia"", ""Burkina Faso"", ""Botswana"", ""Mexico"", ""Madagascar"", ""Mali"", ""Guinea"", ""Congo, Republic of the"", ""Burundi"", ""Swaziland"", ""Rwanda"", ""Venezuela"", ""Iran"", ""Nepal"", ""Sierra Leone"", ""Sudan"", ""Niger"", ""Peru"", ""Liberia"", ""Benin"", ""Uzbekistan"", ""Guatemala"", ""Somalia"", ""Guinea-Bissau"", ""Pakistan"", ""Cambodia"", ""Gabon"", ""Senegal"", ""Dominican Republic"", ""Ecuador"", ""Papua New Guinea"", ""Honduras"", ""France"", ""Argentina""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_011838.csv,title,deepjoin,"{""deepjoin"": 0.817329}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Nigeria"", ""South Africa"", ""India"", ""Mozambique"", ""Tanzania"", ""Zimbabwe"", ""Uganda"", ""Kenya"", ""Malawi"", ""Ethiopia"", ""Cameroon"", ""Congo, Democratic Republic of the"", ""Indonesia"", ""Cote d'Ivoire"", ""Zambia"", ""Thailand"", ""Lesotho"", ""Brazil"", ""Chad"", ""Ukraine"", ""South Sudan"", ""Vietnam"", ""Angola"", ""Central African Republic"", ""Burma"", ""Ghana"", ""Namibia"", ""Togo"", ""Colombia"", ""Haiti"", ""Malaysia"", ""Burkina Faso"", ""Botswana"", ""Mexico"", ""Madagascar"", ""Mali"", ""Guinea"", ""Congo, Republic of the"", ""Burundi"", ""Swaziland"", ""Rwanda"", ""Venezuela"", ""Iran"", ""Nepal"", ""Sierra Leone"", ""Sudan"", ""Niger"", ""Peru"", ""Liberia"", ""Benin"", ""Uzbekistan"", ""Guatemala"", ""Somalia"", ""Guinea-Bissau"", ""Pakistan"", ""Cambodia"", ""Gabon"", ""Senegal"", ""Dominican Republic"", ""Ecuador"", ""Papua New Guinea"", ""Honduras"", ""France"", ""Argentina""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_014009.csv,title,snoopy,"{""snoopy"": 0.808905}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Timor-Leste"", ""India"", ""Yemen"", ""Niger"", ""Bangladesh"", ""Madagascar"", ""Eritrea"", ""Afghanistan"", ""Somalia"", ""South Sudan"", ""Pakistan"", ""Nigeria"", ""Chad"", ""Djibouti"", ""Ethiopia"", ""Burundi"", ""Nepal"", ""Cambodia"", ""Papua New Guinea"", ""Mali"", ""Sudan"", ""Laos"", ""Sri Lanka"", ""Burkina Faso"", ""Congo, Democratic Republic of the"", ""Central African Republic"", ""Burma"", ""Liberia"", ""Philippines"", ""Benin"", ""Indonesia"", ""Mauritania"", ""Guinea"", ""Sierra Leone"", ""Guinea-Bissau"", ""Maldives"", ""Namibia"", ""Gambia, The"", ""Comoros"", ""Senegal"", ""Togo"", ""Kenya"", ""Cote d'Ivoire"", ""Mozambique"", ""Angola"", ""Korea, North"", ""Cameroon"", ""Kiribati"", ""Zambia"", ""Sao Tome and Principe"", ""Uganda"", ""Malawi"", ""Tanzania"", ""Lesotho"", ""Ghana"", ""Tajikistan"", ""Guatemala"", ""Malaysia"", ""Bhutan"", ""Vietnam"", ""Congo, Republic of the"", ""Vanuatu"", ""Rwanda"", ""Haiti""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_017306.csv,title,snoopy,"{""snoopy"": 0.808905}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Timor-Leste"", ""India"", ""Yemen"", ""Niger"", ""Bangladesh"", ""Madagascar"", ""Eritrea"", ""Afghanistan"", ""Somalia"", ""South Sudan"", ""Pakistan"", ""Nigeria"", ""Chad"", ""Djibouti"", ""Ethiopia"", ""Burundi"", ""Nepal"", ""Cambodia"", ""Papua New Guinea"", ""Mali"", ""Sudan"", ""Laos"", ""Sri Lanka"", ""Burkina Faso"", ""Congo, Democratic Republic of the"", ""Central African Republic"", ""Burma"", ""Liberia"", ""Philippines"", ""Benin"", ""Indonesia"", ""Mauritania"", ""Guinea"", ""Sierra Leone"", ""Guinea-Bissau"", ""Maldives"", ""Namibia"", ""Gambia, The"", ""Comoros"", ""Senegal"", ""Togo"", ""Kenya"", ""Cote d'Ivoire"", ""Mozambique"", ""Angola"", ""Korea, North"", ""Cameroon"", ""Kiribati"", ""Zambia"", ""Sao Tome and Principe"", ""Uganda"", ""Malawi"", ""Tanzania"", ""Lesotho"", ""Ghana"", ""Tajikistan"", ""Guatemala"", ""Malaysia"", ""Bhutan"", ""Vietnam"", ""Congo, Republic of the"", ""Vanuatu"", ""Rwanda"", ""Haiti""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_017837,title,semsketch,"{""semsketch"": 0.6448941826820374}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Albania"", ""Algeria"", ""Argentina"", ""Armenia, Republic of"", ""Azerbaijan"", ""Bangladesh"", ""Belarus, Republic of"", ""Benin"", ""Bolivia"", ""Bosnia and Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burundi"", ""Cabo Verde"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Congo, Democratic Republic of"", ""Congo, Republic of"", ""Cote d'Ivoire"", ""Djibouti"", ""Dominica"", ""Dominican Republic"", ""Ecuador"", ""Equatorial Guinea"", ""Ethiopia"", ""Gabon"", ""Gambia, The"", ""Georgia"", ""Ghana"", ""Grenada"", ""Guinea"", ""Guinea-Bissau"", ""Guyana"", ""Haiti"", ""Honduras"", ""Indonesia"", ""Jamaica"", ""Jordan"", ""Kenya"", ""Kyrgyz Republic"", ""Lao People's Democratic Republic"", ""Latvia, Republic of"", ""Lesotho"", ""Liberia"", ""Lithuania, Republic of"", ""Macedonia, former Yugoslav Republic of"", ""Madagascar"", ""Malawi"", ""Mali"", ""Mauritania"", ""Moldova, Republic of"", ""Mongolia"", ""Mozambique"", ""Nepal"", ""Nicaragua"", ""Niger"", ""Pakistan"", ""Panama"", ""Papua New Guinea"", ""Peru"", ""Philippines""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_022528.csv,title,snoopy,"{""snoopy"": 0.808905}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Timor-Leste"", ""India"", ""Yemen"", ""Niger"", ""Bangladesh"", ""Madagascar"", ""Eritrea"", ""Afghanistan"", ""Somalia"", ""South Sudan"", ""Pakistan"", ""Nigeria"", ""Chad"", ""Djibouti"", ""Ethiopia"", ""Burundi"", ""Nepal"", ""Cambodia"", ""Papua New Guinea"", ""Mali"", ""Sudan"", ""Laos"", ""Sri Lanka"", ""Burkina Faso"", ""Congo, Democratic Republic of the"", ""Central African Republic"", ""Burma"", ""Liberia"", ""Philippines"", ""Benin"", ""Indonesia"", ""Mauritania"", ""Guinea"", ""Sierra Leone"", ""Guinea-Bissau"", ""Maldives"", ""Namibia"", ""Gambia, The"", ""Comoros"", ""Senegal"", ""Togo"", ""Kenya"", ""Cote d'Ivoire"", ""Mozambique"", ""Angola"", ""Korea, North"", ""Cameroon"", ""Kiribati"", ""Zambia"", ""Sao Tome and Principe"", ""Uganda"", ""Malawi"", ""Tanzania"", ""Lesotho"", ""Ghana"", ""Tajikistan"", ""Guatemala"", ""Malaysia"", ""Bhutan"", ""Vietnam"", ""Congo, Republic of the"", ""Vanuatu"", ""Rwanda"", ""Haiti""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_023385.csv,title,deepjoin,"{""deepjoin"": 0.817842}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""United States of America"", ""India"", ""China"", ""Brazil"", ""United Kingdom"", ""Indonesia"", ""Germany"", ""Canada"", ""Saudi Arabia"", ""Asia/Pacific Region"", ""Spain"", ""Australia"", ""Iran, Islamic Republic of"", ""Turkey"", ""France"", ""Netherlands"", ""Italy"", ""Russian Federation"", ""Mexico"", ""Taiwan"", ""Vietnam"", ""Nigeria"", ""Philippines"", ""Morocco"", ""Portugal"", ""Colombia"", ""Japan"", ""Korea, Republic of"", ""Romania"", ""Thailand"", ""Pakistan"", ""Egypt"", ""Belgium"", ""Poland"", ""Ukraine"", ""Malaysia"", ""South Africa"", ""Algeria"", ""Croatia"", ""Greece"", ""Argentina"", ""Chile"", ""Finland"", ""Switzerland"", ""Ethiopia"", ""Venezuela"", ""United Arab Emirates"", ""Hong Kong"", ""Israel"", ""Austria"", ""Myanmar"", ""Singapore"", ""Hungary"", ""Guatemala"", ""Libyan Arab Jamahiriya"", ""Sweden"", ""Albania"", ""Kenya"", ""Iraq"", ""Bangladesh"", ""Peru"", ""Bulgaria"", ""Czech Republic"", ""Bosnia and Herzegovina""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_029124,title,semsketch,"{""semsketch"": 0.6390213072299957}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Albania"", ""Algeria"", ""Argentina"", ""Armenia, Republic of"", ""Azerbaijan"", ""Bangladesh"", ""Belarus, Republic of"", ""Benin"", ""Bolivia"", ""Bosnia and Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Comoros"", ""Congo, Democratic Republic of"", ""Congo, Republic of"", ""Cote d'Ivoire"", ""Croatia, Republic of"", ""Djibouti"", ""Dominica"", ""Dominican Republic"", ""Ecuador"", ""Equatorial Guinea"", ""Estonia, Republic of"", ""Ethiopia"", ""Gabon"", ""Gambia, The"", ""Georgia"", ""Ghana"", ""Guinea"", ""Guinea-Bissau"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Jamaica"", ""Jordan"", ""Kazakhstan, Republic of"", ""Kenya"", ""Korea"", ""Kyrgyz Republic"", ""Lao People's Democratic Republic"", ""Latvia, Republic of"", ""Lesotho"", ""Liberia"", ""Lithuania, Republic of"", ""Macedonia, former Yugoslav Republic of"", ""Madagascar"", ""Malawi"", ""Mali"", ""Mauritania"", ""Mexico"", ""Moldova, Republic of"", ""Mongolia"", ""Mozambique"", ""Nepal"", ""Nicaragua"", ""Niger""]"
freyja-wdc,ContinentCountryofNationality_affirmative_asylum.csv,title,target_029152.csv,title,snoopy,"{""snoopy"": 0.808905}",1.0000,"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America"", ""Unknown"", ""Afghanistan"", ""Albania"", ""Algeria"", ""Angola"", ""Armenia"", ""Azerbaijan"", ""Bahrain"", ""Bangladesh"", ""Belarus"", ""Bhutan"", ""Bolivia"", ""Bosnia-Herzegovina"", ""Brazil"", ""Bulgaria"", ""Burkina Faso"", ""Burma"", ""Burundi"", ""Cambodia"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""China, People's Republic"", ""Colombia"", ""Congo, Democratic Republic"", ""Congo, Republic"", ""Cote d'Ivoire"", ""Cuba"", ""Djibouti"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Eritrea"", ""Ethiopia"", ""Fiji"", ""Gambia"", ""Georgia"", ""Ghana"", ""Guatemala"", ""Guinea"", ""Guyana"", ""Haiti"", ""Honduras"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Jamaica"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kosovo"", ""Kuwait"", ""Kyrgyzstan"", ""Laos"", ""Lebanon""]","[""Timor-Leste"", ""India"", ""Yemen"", ""Niger"", ""Bangladesh"", ""Madagascar"", ""Eritrea"", ""Afghanistan"", ""Somalia"", ""South Sudan"", ""Pakistan"", ""Nigeria"", ""Chad"", ""Djibouti"", ""Ethiopia"", ""Burundi"", ""Nepal"", ""Cambodia"", ""Papua New Guinea"", ""Mali"", ""Sudan"", ""Laos"", ""Sri Lanka"", ""Burkina Faso"", ""Congo, Democratic Republic of the"", ""Central African Republic"", ""Burma"", ""Liberia"", ""Philippines"", ""Benin"", ""Indonesia"", ""Mauritania"", ""Guinea"", ""Sierra Leone"", ""Guinea-Bissau"", ""Maldives"", ""Namibia"", ""Gambia, The"", ""Comoros"", ""Senegal"", ""Togo"", ""Kenya"", ""Cote d'Ivoire"", ""Mozambique"", ""Angola"", ""Korea, North"", ""Cameroon"", ""Kiribati"", ""Zambia"", ""Sao Tome and Principe"", ""Uganda"", ""Malawi"", ""Tanzania"", ""Lesotho"", ""Ghana"", ""Tajikistan"", ""Guatemala"", ""Malaysia"", ""Bhutan"", ""Vietnam"", ""Congo, Republic of the"", ""Vanuatu"", ""Rwanda"", ""Haiti""]"
