query_table,query_column,candidate_table,candidate_column,similarity_score
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_left.csv,title,0.698555
FootballLeagueSeason_left.csv,title,FootballLeagueSeason_right.csv,title,0.632487
FootballLeagueSeason_left.csv,title,FootballMatch_left.csv,title,0.628844
FootballLeagueSeason_left.csv,title,SoccerClubSeason_left.csv,title,0.609512
FootballLeagueSeason_left.csv,title,SoccerTournament_left.csv,title,0.606503
FootballLeagueSeason_left.csv,title,SoccerLeague_left.csv,title,0.552570
FootballLeagueSeason_left.csv,title,SportsLeague_right.csv,title,0.542684
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_right.csv,title,0.525631
FootballLeagueSeason_left.csv,title,Election_right.csv,title,0.525017
FootballLeagueSeason_left.csv,title,RugbyLeague_right.csv,title,0.509730
FootballLeagueSeason_left.csv,title,Tournament_left.csv,title,0.501428
FootballLeagueSeason_left.csv,title,NaturalEvent_right.csv,title,0.493836
FootballLeagueSeason_left.csv,title,SoccerClubSeason_right.csv,title,0.490420
FootballLeagueSeason_left.csv,title,FootballMatch_right.csv,title,0.481218
FootballLeagueSeason_left.csv,title,Tournament_right.csv,title,0.476711
FootballLeagueSeason_left.csv,title,SoccerLeague_right.csv,title,0.476217
FootballLeagueSeason_left.csv,title,NaturalEvent_left.csv,title,0.473359
FootballLeagueSeason_left.csv,title,RugbyLeague_left.csv,title,0.466943
FootballLeagueSeason_left.csv,title,SportFacility_right.csv,title,0.455900
FootballLeagueSeason_left.csv,title,SoccerTournament_right.csv,title,0.455829
FootballLeagueSeason_left.csv,title,SportsLeague_left.csv,title,0.452610
FootballLeagueSeason_left.csv,title,NCAATeamSeason_left.csv,title,0.451505
FootballLeagueSeason_left.csv,title,Election_left.csv,title,0.451295
FootballLeagueSeason_left.csv,title,TennisTournament_right.csv,title,0.448596
FootballLeagueSeason_left.csv,title,BasketballTeam_left.csv,title,0.448560
FootballLeagueSeason_left.csv,title,NCAATeamSeason_right.csv,title,0.430627
FootballLeagueSeason_left.csv,title,TennisTournament_left.csv,title,0.419741
FootballLeagueSeason_left.csv,title,SportFacility_left.csv,title,0.418146
FootballLeagueSeason_left.csv,title,MotorsportSeason_left.csv,title,0.414199
FootballLeagueSeason_left.csv,title,Venue_left.csv,title,0.413429
FootballLeagueSeason_left.csv,title,Award_right.csv,title,0.403259
FootballLeagueSeason_left.csv,title,MotorsportSeason_right.csv,title,0.402742
FootballLeagueSeason_left.csv,title,Stadium_right.csv,title,0.401834
FootballLeagueSeason_left.csv,title,Reptile_right.csv,title,0.401783
FootballLeagueSeason_left.csv,title,EthnicGroup_right.csv,title,0.396712
FootballLeagueSeason_left.csv,title,Award_left.csv,title,0.395196
FootballLeagueSeason_left.csv,title,EthnicGroup_left.csv,title,0.389955
FootballLeagueSeason_left.csv,title,Reptile_left.csv,title,0.384707
FootballLeagueSeason_left.csv,title,Stadium_left.csv,title,0.383370
FootballLeagueSeason_left.csv,title,Number.of.non.synonymous.Mutations_krug.csv,title,0.382256
