candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Device_right,title,0.7401396632194519,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Game com, Crossbow bolt, 32X, Sega CD, Tsurugi (sword)",springfield model 1871↔springfield model 1871(1.00) | motorola ming↔motorola ming(1.00) | ectaco jetbook↔ectaco jetbook(1.00) | springfield model 1870↔springfield model 1870(1.00) | sony xperia ion↔sony xperia ion(1.00) | motorola rizr↔motorola rizr(1.00) | thermos bomb↔thermos bomb(1.00) | dahong palay↔dahong palay(1.00) | ka-bar↔ka-bar(1.00) | motorola razr↔motorola razr(1.00),200
Device_left,title,0.6391664147377014,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","MessagePad, Apple I, AK-47, Amiga, Acorn Electron",blunt instrument↔blunt instrument(1.00) | hp probook↔hp probook(1.00) | 2k6 luna↔2k6 luna(1.00) | axiotron modbook↔axiotron modbook(1.00) | springfield model 1871↔springfield model 1871(1.00) | st kinetics cpw↔st kinetics cpw(1.00) | splitterskyddad enhetsplattform↔splitterskyddad enhetsplattform(1.00) | qf 13 pounder 9 cwt↔qf 13 pounder 9 cwt(1.00) | htc wizard↔htc wizard(1.00) | hi-point c-9 and c-9 comp↔hi-point c-9 and c-9 comp(1.00),200
ArtificialSatellite_right,title,0.5890173316001892,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Soyuz 7K-T No.39, Pad Abort Test 1, AS-101 (spacecraft), AS-102 (spacecraft), Spirit rover",zastava m76↔kosmos 605(0.72) | ur-100↔uosat-1(0.72) | m1867 russian krnka↔soyuz 7k-t no.39(0.72) | azon↔azerspace(0.71) | amx-40↔ekspress am4(0.71) | wirbelwind↔solwind(0.70) | agram 2000↔acrimsat(0.69) | r-7 semyorka↔soyuz 7k-st no. 16l(0.68) | gu230↔nee-01 pegaso(0.68) | k-100 (missile)↔as-103 (spacecraft)(0.67),72
Galaxy_right,title,0.5782671570777893,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Sagittarius Dwarf Spheroidal Galaxy, RX J1242-11, Canis Major Overdensity, Carina Dwarf Spheroidal Galaxy, NGC 34",gb-8↔gr 8(0.74) | amx-40↔rx j1242-11(0.71) | kepd 350↔ddo 190(0.70) | l3/33↔3c 433(0.68) | c-704↔ngc 6872(0.67) | vb berapi lp06↔ms 1512-cb58(0.66) | rg-35↔ngc 34(0.66) | fhj 84↔ddo 169(0.64) | l42a1↔ngc 5562(0.60) | scr-108↔ngc 1265(0.59),17
Drug_right,title,0.5753398537635803,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Bacillus Calmette-GuÃ©rin, N,N-Dimethyltryptamine, Hyoscine hydrobromide, Valproate, Interferon beta 1a",wg66↔gw501516(0.80) | tkb-059↔sb-699551(0.79) | cj-1↔cj-033466(0.78) | rg-35↔rg7795(0.77) | valanx↔valproate(0.77) | asalm↔asaq(0.77) | lg vx8700↔vx-809(0.76) | tkb-072↔tm38837(0.76) | l42a1↔ly-293284(0.75) | sm-70↔gs 7340(0.75),157
GivenName_right,title,0.5710391998291016,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",otoy↔oladapo(0.77) | kanonenjagdpanzer↔kaj(0.74) | asalm↔asa (name)(0.74) | zx81↔ziemowit(0.73) | abdali-i↔abd al-aziz(0.73) | valuk↔tuukka(0.72) | taden gun↔gun (swedish name)(0.71) | zastava m84↔zvonimir(0.71) | davidka↔dobroslav(0.71) | yanmaodao↔junichi(0.71),154
BasketballTeam_right,title,0.5364496111869812,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","New Orleans Pelicans, Charlotte Hornets, Polonia Warszawa (basketball), Asseco Gdynia, Melbourne United",fiat m11/39↔g.s. fiat(0.79) | al-zarrar↔al riyadi amman(0.77) | zaragoza corla↔cb ciudad de algeciras(0.76) | 9a52-4 tornado↔ayrshire tornadoes(0.73) | otokar akrep↔kk olimpija(0.72) | samsung sch-u470↔yongin samsung blueminx(0.72) | roketsan cirit↔kk vojvodina srbijagas(0.72) | valuk↔sk valmiera(0.72) | samsung s5600↔yongin samsung life bichumi(0.71) | wimmersperg spz-kr↔mhp riesen ludwigsburg(0.69),166
ArtificialSatellite_left,title,0.5310397744178772,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Apollo 8, Apollo 11, Apollo 13, Apollo 9, Apollo 7",2k6 luna↔luna 2(0.89) | hermes (missile)↔hermes (satellite)(0.86) | thor iii↔thor 5(0.85) | fv432↔ftv-2203(0.83) | ats-59↔ats-3(0.82) | astra model 44↔astra 5a(0.81) | samsung galaxy r↔galaxy 4r(0.81) | pt-76↔p78-1(0.80) | swarm↔swarm (spacecraft)(0.80) | dahong palay↔dong fang hong i(0.79),200
Galaxy_left,title,0.5286431312561035,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud",rds-1↔rd1(0.79) | zx81↔a1689-zd1(0.79) | tkb-059↔sxdf-nb1006-2(0.78) | l42a1↔lbg-2377(0.76) | wg66↔ugc 5692(0.75) | cz 110↔zw ii 96(0.74) | tkb-072↔rxj1242-11(0.73) | rg-35↔ngc 35(0.73) | alpha draco↔draco dwarf(0.73) | fhj 84↔udfj-39546284(0.73),200
Monarch_right,title,0.5203694701194763,"MessagePad, Apple I, AK-47, Amiga, Acorn Electron","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",al-zarrar↔yaqub al-mansur(0.80) | abdali-i↔afridun i(0.77) | kurbash↔khosrow i(0.74) | 9m123 khrizantema↔parakramabahu ix of kotte(0.73) | cinquedea↔ciniod i(0.73) | kashtan ciws↔chashtana(0.72) | roketsan cirit↔varaz trdat i(0.72) | falarica↔kapeliele faupala(0.71) | kanonenjagdpanzer↔agrasen(0.71) | m1867 russian krnka↔yasovarman(0.70),200
