query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.7703370451927185,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_052804,title,0.6496627926826477,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Glenn Forest Long, Glenn Long, Glenn E Long, Glenn F Long, Glenn L Long"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.6390873193740845,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_003612,title,0.636763334274292,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","76 babies, 66 babies, 66 babies, 77 babies, 85 babies"
AJ-beatles-songs_source_Title,title,1,target_026518,title,0.6360300183296204,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","28 babies, 28 babies, 32 babies, 31 babies, 27 babies"
AJ-beatles-songs_source_Title,title,1,target_010067,title,0.6355652809143066,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","281 babies, 354 babies, 316 babies, 321 babies, 329 babies"
AJ-beatles-songs_source_Title,title,1,target_022837,title,0.635260820388794,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","37 babies, 42 babies, 52 babies, 41 babies, 45 babies"
AJ-beatles-songs_source_Title,title,1,target_011973,title,0.6348557472229004,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Every Beat Of My Heart, All Night Long, Starting From Tonight, I Know I Love You So, Moonrise"
AJ-beatles-songs_source_Title,title,1,target_026639,title,0.6347628831863403,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","54 babies, 47 babies, 69 babies, 64 babies, 61 babies"
AJ-beatles-songs_source_Title,title,1,target_074191,title,0.6318797469139099,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","50 babies, 58 babies, 59 babies, 74 babies, 68 babies"
