candidate_table,candidate_column,similarity_score
MemberOfParliament_right,title,0.5195943713188171
Wrestler_right,title,0.5019063949584961
ChristianBishop_right,title,0.49793586134910583
Wrestler_left,title,0.4871404767036438
ChristianBishop_left,title,0.48108112812042236
Noble_left,title,0.47431957721710205
Noble_right,title,0.4664919376373291
Monarch_left,title,0.46067917346954346
GivenName_left,title,0.4604782164096832
GivenName_right,title,0.456646203994751
Artwork_left,title,0.4533345699310303
Race_right,title,0.4510590136051178
SportFacility_left,title,0.44990286231040955
Stadium_left,title,0.4495784640312195
Race_left,title,0.4483219385147095
Tournament_left,title,0.44786226749420166
BasketballTeam_left,title,0.4462401866912842
Song_left,title,0.44599005579948425
TelevisionStation_left,title,0.4456368684768677
Award_left,title,0.44560402631759644
PoliticalParty_left,title,0.4450801908969879
Award_right,title,0.4440884590148926
EthnicGroup_right,title,0.443173348903656
RailwayLine_left,title,0.44060182571411133
SportFacility_right,title,0.44015616178512573
EthnicGroup_left,title,0.439843088388443
BasketballTeam_right,title,0.4394213557243347
RugbyLeague_left,title,0.43905648589134216
Venue_left,title,0.43895474076271057
Country_left,title,0.4385266900062561
Stadium_right,title,0.43813356757164
Magazine_left,title,0.4381164610385895
Museum_left,title,0.4378810524940491
HistoricBuilding_left,title,0.43780431151390076
PoliticalParty_right,title,0.4375379979610443
Legislature_left,title,0.43750840425491333
GovernmentAgency_left,title,0.4356221556663513
SoccerLeague_left,title,0.43486085534095764
Venue_right,title,0.43444982171058655
SportsLeague_left,title,0.43439123034477234
Hospital_left,title,0.4343666732311249
Reptile_left,title,0.4339299499988556
Legislature_right,title,0.4329148530960083
Device_left,title,0.43283572793006897
Monarch_right,title,0.43280309438705444
Device_right,title,0.43122628331184387
Magazine_right,title,0.4310252070426941
Reptile_right,title,0.43102002143859863
Tournament_right,title,0.4303252696990967
ShoppingMall_right,title,0.429805725812912
