candidate_table,candidate_column,similarity_score
HistoricBuilding_right,title,0.5528003573417664
HistoricBuilding_left,title,0.5369758605957031
ClericalAdministrativeRegion_left,title,0.47962653636932373
RailwayLine_left,title,0.472777783870697
ClericalAdministrativeRegion_right,title,0.47239577770233154
Hospital_left,title,0.463589072227478
SportFacility_left,title,0.463570773601532
Stadium_left,title,0.46291130781173706
ShoppingMall_right,title,0.4609570801258087
Hospital_right,title,0.46044033765792847
ChristianBishop_right,title,0.4556913673877716
ShoppingMall_left,title,0.4556761384010315
ChristianBishop_left,title,0.4535234868526459
Venue_left,title,0.4506881535053253
Legislature_left,title,0.44942453503608704
Museum_right,title,0.44913631677627563
GivenName_left,title,0.44700029492378235
Stadium_right,title,0.44665223360061646
MemberOfParliament_left,title,0.44525864720344543
Artwork_right,title,0.4450299143791199
Legislature_right,title,0.4442659020423889
BasketballTeam_left,title,0.4439579248428345
EthnicGroup_left,title,0.4414570927619934
SportFacility_right,title,0.44140151143074036
Noble_right,title,0.4403263330459595
GivenName_right,title,0.439700186252594
Noble_left,title,0.43965944647789
Venue_right,title,0.4389090836048126
Museum_left,title,0.43886440992355347
RailwayLine_right,title,0.4383278489112854
Artwork_left,title,0.437149316072464
Wrestler_left,title,0.43699783086776733
Song_left,title,0.4363584816455841
Monarch_left,title,0.4361637830734253
Wrestler_right,title,0.4356810450553894
MemberOfParliament_right,title,0.4349052906036377
Country_left,title,0.43481379747390747
PoliticalParty_left,title,0.4346615672111511
Race_left,title,0.4323004484176636
BasketballTeam_right,title,0.4316498041152954
RugbyLeague_left,title,0.43139493465423584
Country_right,title,0.43021535873413086
SportsLeague_left,title,0.4285993278026581
Monarch_right,title,0.42833858728408813
Tournament_left,title,0.42746466398239136
Drug_left,title,0.4259224832057953
EthnicGroup_right,title,0.42463400959968567
SoccerLeague_left,title,0.42461714148521423
Magazine_left,title,0.4240284264087677
Drug_right,title,0.4237121343612671
