candidate_table,candidate_column,similarity_score
target_032617,title,0.5449333190917969
target_078851,title,0.5422496795654297
target_015257,title,0.5422496795654297
target_079780,title,0.5422496795654297
SportFacility_right,title,0.5406054854393005
target_056035,title,0.5375791192054749
target_079569,title,0.5375630259513855
target_007255,title,0.5375630259513855
target_066005,title,0.5375630259513855
target_071627,title,0.5372936129570007
target_048262,title,0.5371382236480713
target_079148,title,0.5371382236480713
target_070477,title,0.5371382236480713
target_076867,title,0.5370995402336121
Stadium_right,title,0.5367473363876343
target_083176,title,0.5354315638542175
target_031853,title,0.5353192687034607
target_028602,title,0.5353192687034607
target_085172,title,0.5353192687034607
target_026999,title,0.5350726246833801
target_081434,title,0.5350726246833801
target_073341,title,0.5350726246833801
target_070140,title,0.5350726246833801
target_022630,title,0.5349953770637512
target_053292,title,0.5348095893859863
target_012431,title,0.5340738892555237
target_027217,title,0.5340738892555237
target_067077,title,0.5338831543922424
target_041666,title,0.533450722694397
target_093836,title,0.5331506729125977
target_008838,title,0.533023476600647
target_072183,title,0.5328548550605774
target_019452,title,0.5327540636062622
target_068007,title,0.5325784087181091
target_058839,title,0.5316674113273621
target_021815,title,0.531552255153656
target_035627,title,0.531421422958374
target_073773,title,0.531421422958374
target_090893,title,0.531421422958374
target_024367,title,0.5311955809593201
target_055869,title,0.5311955809593201
target_051714,title,0.5311955809593201
target_035830,title,0.5311955809593201
target_046896,title,0.530418872833252
target_096134,title,0.5303941369056702
target_009847,title,0.5300660729408264
target_000032,title,0.5299911499023438
target_023362,title,0.5299911499023438
target_006923,title,0.5298460721969604
target_088875,title,0.5298460721969604
