candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Stadium_right,title,0.75965815782547,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","Centre Bell, Talking Stick Resort Arena, Moda Center, Astrodome, NRG Stadium","sartain hall (old trojan arena)↔sartain hall (old trojan arena)(1.00) | sun bowl stadium↔sun bowl stadium(1.00) | prince abdullah al-faisal stadium↔prince abdullah al faisal stadium(1.00) | king abdullah stadium↔king abdullah ii stadium(0.98) | municipal auditorium (kansas city, missouri)↔municipal auditorium (kansas city)(0.98) | busan asiad main stadium↔busan asiad stadium(0.98) | veterans memorial coliseum (portland)↔veterans memorial coliseum (portland, oregon)(0.98) | olympic stadium (seoul)↔seoul olympic stadium(0.98) | victory park, chorley↔victory park (chorley)(0.98) | coliseum at richfield↔richfield coliseum(0.98)",200
SportFacility_right,title,0.755834698677063,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","Centre Bell, Talking Stick Resort Arena, Moda Center, Astrodome, NRG Stadium","sartain hall (old trojan arena)↔sartain hall (old trojan arena)(1.00) | sun bowl stadium↔sun bowl stadium(1.00) | prince abdullah al-faisal stadium↔prince abdullah al faisal stadium(1.00) | king abdullah stadium↔king abdullah ii stadium(0.98) | municipal auditorium (kansas city, missouri)↔municipal auditorium (kansas city)(0.98) | busan asiad main stadium↔busan asiad stadium(0.98) | veterans memorial coliseum (portland)↔veterans memorial coliseum (portland, oregon)(0.98) | olympic stadium (seoul)↔seoul olympic stadium(0.98) | victory park, chorley↔victory park (chorley)(0.98) | coliseum at richfield↔richfield coliseum(0.98)",200
Stadium_left,title,0.7046319246292114,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","cheney stadium↔cheney stadium(1.00) | prison oval↔prison oval(1.00) | progressive field↔progressive field(1.00) | rsc olimpiyskiy↔rsc olimpiyskiy(1.00) | hangar (lancaster, california)↔hangar (lancaster, california)(1.00) | landskrona ip↔landskrona ip(1.00) | donaustadion↔donaustadion(1.00) | metro bank park↔metro bank park(1.00) | plaster sports complex↔plaster sports complex(1.00) | anfield↔anfield(1.00)",200
SportFacility_left,title,0.6879534125328064,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","lawson tama stadium↔lawson tama stadium(1.00) | the wilds at salmonier river golf club↔the wilds at salmonier river golf club(1.00) | donaustadion↔donaustadion(1.00) | progressive field↔progressive field(1.00) | rsc olimpiyskiy↔rsc olimpiyskiy(1.00) | hangar (lancaster, california)↔hangar (lancaster, california)(1.00) | prison oval↔prison oval(1.00) | colonial downs↔colonial downs(1.00) | mckenzie arena↔mckenzie arena(1.00) | plaster sports complex↔plaster sports complex(1.00)",200
Venue_right,title,0.6718338131904602,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","Epstein Theatre, Orchestra Hall (Detroit), Barclaycard Arena, La Monnaie/De Munt, Orchestra Hall (Minneapolis, Minnesota)",sabah al salem stadium↔ali sabah al-salem stadium(0.98) | rajarshi shahu stadium↔shahid rajai stadium(0.95) | spartak stadium (babruysk)↔spartak stadium (mahilyow)(0.93) | prince abdullah al-faisal stadium↔abdullah bin khalifa stadium(0.92) | valeriy lobanovskyi dynamo stadium↔oleksiy butovsky vorskla stadium(0.91) | gradski stadion kavadarci↔gradski stadion (banja luka)(0.90) | stadion rudolfa labaje↔stadion detelinara(0.89) | coetzenburg stadium↔theunissen stadium(0.89) | peaks ice arena↔ice vault arena(0.88) | amakhosi stadium↔amahoro stadium(0.88),200
ShoppingMall_left,title,0.6112947463989258,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","The Galleria (Houston), Shops at Prudential Center, The Fashion Centre at Pentagon City, Westfield Sydney Central Plaza, Mantri Square","lancaster park↔lancaster mall(0.79) | capital centre↔capital city mall(0.78) | ballpark plaza↔werribee plaza(0.76) | silver summit, alberta↔the summit (reno, nevada)(0.75) | metro bank park↔central park (shopping complex)(0.74) | maple leaf gardens↔maple hill pavilion(0.74) | arsenal stadium↔arsenal mall(0.74) | old county ground, brentwood↔brentwood town centre(0.73) | tulsa convention center↔tulsa promenade mall(0.73) | alexandra palace↔royal victoria place(0.72)",200
TennisTournament_right,title,0.6069511771202087,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",stade roland garros↔2010 blu-express.com tennis cup(0.70) | stade marcel saupin↔2011 challenger banque nationale de saguenay(0.70) | no. 1 court (wimbledon)↔2000 tennis masters cup and atp tour world championships(0.70) | budapest sportcsarnok↔2013 challenger banque nationale de rimouski(0.68) | fernando buesa arena↔2009 san benedetto tennis cup(0.67) | perth arena↔2012 commonwealth bank tournament of champions(0.65) | centre sportif richard bozon↔2010 challenger banque nationale de rimouski(0.64) | alfond arena↔2011 aegon classic(0.64) | olympic stadium (seoul)↔2012 korea open(0.63) | delray beach tennis center↔2012 blu-express.com tennis cup(0.63),27
ShoppingMall_right,title,0.6015194654464722,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","The Galleria, The Shops at Prudential Center, Fashion Centre at Pentagon City, Sydney Central Plaza, Mahatma Jyotiba Phule Mandai",capital centre↔capital mall(0.80) | york street↔yorkville village(0.80) | sleeman centre (guelph)↔strathpine centre(0.77) | ballpark plaza↔parkway plaza(0.76) | tulsa convention center↔tulsa promenade(0.76) | elsternwick park↔ellsworth place(0.76) | omni coliseum↔omni park(0.76) | quadricentennial pavilion↔the pavilions(0.74) | plaza de toros de los califas↔plaza west covina(0.74) | langtree park↔figtree grove(0.73),200
SoccerLeague_right,title,0.5979875326156616,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","National League (English football), USL W-League, J1 League, Gibraltar Premier Division, Persian Gulf Pro League",estadio de liga deportiva universitaria↔liga de ascenso(0.77) | moscow region stadium↔russian football national league(0.76) | korsvollbanen↔oberliga mittelrhein(0.74) | estadio eladio rosabal cordero↔campeonato nacional de futebol de praia(0.73) | korketrekkeren↔svb eerste klasse(0.72) | amway arena↔major arena soccer league(0.72) | sabah al salem stadium↔qatargas league(0.71) | stadionul clujana↔liga de honra(0.70) | queensland state hockey centre↔national premier leagues queensland(0.70) | stadionul siderurgistul↔serbian prva futsal liga(0.70),200
RugbyLeague_right,title,0.5893130302429199,"Craven Cottage, Cardiff Arms Park, Melbourne Cricket Ground, Shea Stadium, Yankee Stadium (1923)","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)","juventus stadium↔national championship of excellence (italian premiership)(0.72) | pan american arena↔pacific nations cup(0.70) | the sevens (stadium)↔world rugby sevens series(0.67) | knights stadium (melbourne)↔league cup (rugby league)(0.66) | rotorua international stadium↔world rugby pacific nations cup(0.66) | nnk rugby stadium↔world rugby nations cup(0.66) | celtic park↔scottish premiership (rugby)(0.66) | tuvalu sports ground↔tonga national rugby league(0.65) | erskineville oval, sydney↔anzac day cup(0.65) | taipei arena↔asian rugby championship(0.64)",58
