candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
PoliticalParty_right,title,0.7778106927871704,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Christian Social Union of Bavaria, Movimiento Libertario, Labour United, Labour Union (Poland), Whig (British political party)",labour coalition↔labour coalition(1.00) | islamist coalition↔islamist coalition(1.00) | people's party for work and betterment↔people's party for work and betterment(1.00) | communist party of the people of spain↔communist party of the peoples of spain(1.00) | red and black alliance↔black and red alliance(0.99) | chhatisgarh pradesh congress committee↔chhattisgarh pradesh congress committee(0.99) | berber arouch citizen's movement↔berber arouch citizens' movement(0.99) | socialist action (united states)↔socialist action (u.s.)(0.99) | party for european future↔party for a european future(0.99) | liberal party (moldova)↔liberal party of moldova(0.99),200
PoliticalParty_left,title,0.7116992473602295,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party",girondist↔girondist(1.00) | national-christian defense league↔national-christian defense league(1.00) | sephardim and oriental communities↔sephardim and oriental communities(1.00) | am shalem↔am shalem(1.00) | political spring↔political spring(1.00) | rodrigues movement↔rodrigues movement(1.00) | ecologist party of romania↔ecologist party of romania(1.00) | progressive hong kong society↔progressive hong kong society(1.00) | party of regions↔party of regions(1.00) | national restoration↔national restoration(1.00),200
Legislature_right,title,0.6962468028068542,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Sejm, House of Representatives of the Netherlands, Parliament of Sweden, Diet of Japan, Storting",lesotho congress for democracy↔national assembly of lesotho(0.92) | union for democracy and the republic (chad)↔national assembly of chad(0.88) | congress of the people (trinidad and tobago)↔house of representatives of trinidad and tobago(0.88) | national congress party of afghanistan↔national assembly of afghanistan(0.87) | alliance for democracy (malawi)↔national assembly of malawi(0.87) | cameroon national union↔national assembly of cameroon(0.87) | togolese alliance of democrats↔national assembly of togo(0.86) | national democratic alliance (kuwait)↔national assembly of kuwait(0.86) | united progressive party (zambia)↔national assembly of zambia(0.85) | party for the reconstruction of the burundian nation in community development↔national assembly of burundi(0.85),200
Country_right,title,0.5740658640861511,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Kosovo (region), Myanmar, Qing dynasty, Special administrative regions of China, Kingdom of Northumbria",prosperous armenia↔first republic of armenia(0.85) | patriotic union of kurdistan↔kurdistansky uyezd(0.85) | united poland↔polish people's republic(0.84) | people's movement of kosovo↔kosovo (region)(0.84) | democratic alternative (republic of macedonia)↔independent state of macedonia(0.83) | greater romania party↔communist romania(0.83) | bangladesh nationalist party↔provisional government of bangladesh(0.82) | kenya people's union↔british kenya(0.80) | croatian democratic union of bosnia and herzegovina↔condominium of bosnia and herzegovina(0.80) | belarusian christian democracy↔belarusian central council(0.80),200
Legislature_left,title,0.572216272354126,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Bundestag, Council of the European Union, European Parliament, House of Lords, House of Commons of the United Kingdom",lesotho congress for democracy↔national assembly (lesotho)(0.92) | congress of the people (trinidad and tobago)↔parliament of trinidad and tobago(0.92) | national democratic congress (ghana)↔parliament of ghana(0.88) | alliance for democracy (malawi)↔national assembly (malawi)(0.88) | national party of honduras↔national congress of honduras(0.87) | union for democracy and the republic (chad)↔national assembly (chad)(0.87) | national congress party of afghanistan↔national assembly (afghanistan)(0.87) | united somali parliamentarians↔federal parliament of somalia(0.87) | sikkim himali congress↔sikkim legislative assembly(0.86) | himachal vikas congress↔himachal pradesh legislative assembly(0.86),200
Election_right,title,0.5716549158096313,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Scottish Parliament election, 2003, California gubernatorial recall election, 2003, Scottish Parliament election, 1999, Belgian general election, 2003, Danish general election, 2001","kansas republican party↔kansas republican caucuses, 2012(0.86) | michigan republican party↔michigan republican primary, 2012(0.86) | maine republican party↔maine republican caucuses, 2012(0.86) | republican party of minnesota↔minnesota republican caucuses, 2012(0.85) | janata dal (gujarat)↔gujarat legislative assembly election, 2012(0.84) | assam pradesh congress committee↔assam legislative assembly election, 2011(0.84) | serbian democratic party (bosnia and herzegovina)↔bosnian general election, 2006(0.84) | zimbabwe people's democratic party↔zimbabwean presidential election, 2012(0.84) | egyptian current party↔egyptian parliamentary election, 2014(0.83) | people's national party (ghana)↔ghanaian presidential election, 2012(0.83)",200
Monarch_right,title,0.5595160722732544,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",dhiravida thelugar munnetra kazhagam↔uthram thirunal marthanda varma(0.80) | batkivshchyna↔batbayan(0.80) | jeay sindh qaumi mahaz↔asaf ad-dawlah mir ali salabat jang(0.79) | hizb ut-tahrir↔al-qasim guennoun(0.79) | anaithinthiya thamizhaga munnetra kazhagam↔avittom thirunal balarama varma(0.78) | jharkhand party↔jaswant singh of bharatpur(0.77) | bharipa bahujan mahasangh↔kan bahlam i(0.76) | khana ratsadon↔phetsarath ratanavongsa(0.75) | eusko abertzale ekintza↔varaz trdat i(0.75) | swabhimani paksha↔chaiyasiri(0.75),200
Country_left,title,0.5371490716934204,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","Algeria, Andorra, Aruba, Angola, Albania",socialist party of albania↔people's socialist republic of albania(0.90) | kurdistan list↔iraqi kurdistan(0.88) | catalan state-proletarian party↔catalan republic(0.86) | united congolese convention↔international association of the congo(0.85) | independence republic of sardinia↔kingdom of sardinia(0.84) | radical people's party (finland)↔finnish socialist workers' republic(0.83) | united people of cambodia↔united nations transitional authority in cambodia(0.83) | reform party of syria↔syrian opposition(0.83) | galician nationalist bloc↔galician soviet socialist republic(0.82) | chadema↔chad(0.82),200
MemberOfParliament_right,title,0.5311709642410278,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","George Stevenson (MP), Edward Jerningham Wakefield, Greville Janner, Joshua Benjamin Jeyaretnam, Roger Williams (UK politician)",deshpremee jana samukshya↔jayantha samaraweera(0.82) | jeay sindh qaumi mahaz↔junaid ahmed palak(0.80) | bharipa bahujan mahasangh↔khusro bakhtiar(0.79) | swabhimani paksha↔pavithra wanniarachchi(0.78) | hizb ut-tahrir↔hussain al-qallaf(0.77) | gaumee itthihaad↔gamini rathnayake(0.76) | periyar dravidar kazhagam↔perumal rajadurai(0.76) | bangladesh nationalist party↔abdul jalil (bangladesh politician)(0.76) | dhiravida thelugar munnetra kazhagam↔dharmadasa banda(0.76) | nafarroa bai↔praba ganesan(0.75),200
BasketballTeam_right,title,0.5283660888671875,"Australian Labor Party, Australian Democrats, African National Congress, National Alliance (Italy), British National Party","New Orleans Pelicans, Charlotte Hornets, Polonia Warszawa (basketball), Asseco Gdynia, Melbourne United",eusko abertzale ekintza↔kk vojvodina srbijagas(0.77) | hizb ut-tahrir↔al riyadi amman(0.75) | nafarroa bai↔muba hangtuah sumatera selatan(0.73) | lapiang malaya↔satria muda pertamina jakarta(0.72) | mapu obrero campesino↔pallacanestro don bosco livorno(0.71) | deutscher volksverband↔mhp riesen ludwigsburg(0.71) | democracia cristiana vasca↔ao pagrati bc(0.71) | bharipa bahujan mahasangh↔pelita jaya energi mega persada(0.70) | batkivshchyna↔bc budivelnik(0.69) | inekaren↔kk krka(0.69),166
