candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
SoccerTournament_left,title,0.8908267617225647,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup",1987 european competition for women's football↔1987 european competition for women's football(1.00) | 2008 trinidad and tobago pro bowl↔2008 trinidad and tobago pro bowl(1.00) | 1995 women's u.s. cup↔1995 women's u.s. cup(1.00) | ballon d'or 1994↔ballon d'or 1994(1.00) | 2013 ncaa division i men's soccer championship↔2013 ncaa division i men's soccer championship(1.00) | football at the 1946 central american and caribbean games↔football at the 1946 central american and caribbean games(1.00) | 2011 nations cup↔2011 nations cup(1.00) | 2009 concacaf u-17 championship↔2009 concacaf u-17 championship(1.00) | 2008 myanmar grand royal challenge cup↔2008 myanmar grand royal challenge cup(1.00) | 2006 ofc club championship↔2006 ofc club championship(1.00),200
SoccerTournament_right,title,0.8598852157592773,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",2011 j. league cup↔2011 j.league cup(1.00) | 2012 j. league cup↔2012 j.league cup(1.00) | 2010 uefa women's u-17 championship↔2010 uefa u-17 women's championship(0.99) | 2009 uefa women's u-17 championship↔2009 uefa u-17 women's championship(0.99) | 2013 uefa women's u-17 championship↔2013 uefa u-17 women's championship(0.99) | 2012 south american under 17 women's championship↔2012 south american under 17 women championship(0.99) | 1962 uefa european under-18 football championship↔1962 uefa european under-18 championship(0.99) | 1974 uefa european under-18 football championship↔1974 uefa european under-18 championship(0.99) | 1998 uefa european under-21 football championship↔1998 uefa european under-21 championship(0.99) | 1958 uefa european under-18 football championship↔1958 uefa european under-18 championship(0.99),200
Tournament_right,title,0.7632240653038025,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","Women's PGA Championship, AT&T Pebble Beach Pro-Am, 2004 AFF Championship, Senior Open Championship, ANA Inspiration",2011 j. league cup↔2011 j.league cup(1.00) | 2012 j. league cup↔2012 j.league cup(1.00) | 2010 uefa women's u-17 championship↔2010 uefa u-17 women's championship(0.99) | 2009 uefa women's u-17 championship↔2009 uefa u-17 women's championship(0.99) | 2013 uefa women's u-17 championship↔2013 uefa u-17 women's championship(0.99) | 2012 south american under 17 women's championship↔2012 south american under 17 women championship(0.99) | 1962 uefa european under-18 football championship↔1962 uefa european under-18 championship(0.99) | 1974 uefa european under-18 football championship↔1974 uefa european under-18 championship(0.99) | 1998 uefa european under-21 football championship↔1998 uefa european under-21 championship(0.99) | 1958 uefa european under-18 football championship↔1958 uefa european under-18 championship(0.99),200
FootballMatch_right,title,0.707181990146637,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2011 j. league cup↔2011 j.league cup final(0.97) | 2009 north african cup of champions↔2009 african championship of nations final(0.89) | 2011 green soccer bowl↔soccer bowl 2013(0.88) | 1954 albanian cup↔2012 albanian supercup(0.88) | 2001 uefa european under-18 football championship↔2011 uefa european under-21 championship final(0.86) | 2008 indonesia independence cup↔2006 copa indonesia final(0.84) | 1982 fifa world cup↔brazil v italy (1982 fifa world cup)(0.83) | uefa euro 1968↔1968 dfb-pokal final(0.82) | 2011 league of ireland cup↔2011 all-ireland minor hurling championship(0.82) | 1991 dfb-supercup↔1991 dutch supercup(0.79),53
SoccerClubSeason_right,title,0.7004766464233398,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",2005 australian football international cup↔2005 australia national soccer team season(0.87) | 2008 australian football international cup↔2008 australia national soccer team season(0.87) | 2013 malaysia fa cup↔2012 kuala lumpur fa season(0.84) | 1999 oceania club championship↔1999 australia national soccer team season(0.81) | 2011 korean league cup↔2011 incheon united fc season(0.80) | 2012 korean fa cup↔2012 incheon united fc season(0.79) | 1998 fifa world cup qualification↔1998 australia national soccer team season(0.78) | 2012 j. league cup↔2012 jeju united fc season(0.78) | 2001 oceania club championship↔2001 australia national soccer team season(0.78) | 2010 european championships in australian football↔2010 australia national soccer team season(0.78),51
FootballLeagueSeason_right,title,0.6964133977890015,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen",2011 copa chile↔2011 torneo apertura (chile)(0.90) | 1991 baltic cup↔1990 baltic league(0.90) | 2013 malaysia fa cup↔2005 super league malaysia(0.88) | 2012 norwegian football cup↔2012 norwegian second division(0.88) | 1992 croatian cup↔1992 croatian first football league(0.88) | 2012 vietnamese cup↔2009 vietnamese second division(0.88) | 2009 singapore league cup↔2009 super league malaysia(0.86) | 2011 norwegian football cup↔2012 norwegian third division(0.86) | 2009 premier league asia trophy↔2009 premier league malaysia(0.85) | 2003 fa premier league asia cup↔2003 malaysia premier league 1(0.85),200
RugbyLeague_right,title,0.6942163109779358,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)",2008 african women's championship↔african women's sevens championship(0.89) | 2011 african nations championship↔african development trophy(0.82) | 2009 four nations tournament (women's football)↔women's nations cup (rugby union)(0.82) | 2008 pan-pacific championship↔pacific nations cup(0.81) | 2010 wafu nations cup↔world rugby nations cup(0.80) | 2012 j. league cup↔top league champions cup(0.79) | 2008 australian football international cup↔oceania rugby cup(0.79) | 2013 league of ireland cup↔league cup (rugby league)(0.79) | 2011 singapore cup↔saru gold cup(0.78) | women's football at the 2007 south pacific games↔women's rugby sevens in south america(0.77),58
TennisTournament_right,title,0.6807528734207153,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",2012 unaf u-20 tournament↔2012 commonwealth bank tournament of champions(0.77) | 1999 korea cup↔2012 korea open(0.76) | 2012 aff women's championship↔2013 garanti koza wta tournament of champions(0.74) | 2011 uemoa tournament↔2012 arimex challenger trophy(0.73) | 2011 canadian championship↔2011 aegon championships(0.73) | 2009 canadian championship↔2010 aegon championships(0.72) | 2010 lamar hunt u.s. open cup↔2010 blu-express.com tennis cup(0.71) | 2012 desert diamond cup↔2012 aegon championships(0.71) | 2012 waratah cup↔2011 challenger banque nationale de rimouski(0.71) | 2012 nbt cup↔2012 blu-express.com tennis cup(0.70),27
FootballMatch_left,title,0.680741012096405,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final",2011 chatham cup↔2012 chatham cup(0.98) | 2004 copa libertadores↔2004 copa libertadores finals(0.97) | 1991 copa libertadores↔1991 copa libertadores finals(0.97) | 2011 afc asian cup↔2011 afc asian cup final(0.97) | 1964 copa libertadores↔1964 copa libertadores finals(0.97) | 2004 norwegian football cup↔2004 norwegian football cup final(0.97) | 1996 african cup of champions clubs↔1996 african cup of champions clubs final(0.97) | 1993 copa libertadores↔1993 copa libertadores finals(0.97) | 2011 j. league cup↔2011 j. league cup final(0.97) | 2004 afc asian cup↔2004 afc asian cup final(0.97),200
TennisTournament_left,title,0.6770393252372742,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2002 US Open (tennis), 2005 Australian Open, 1999 Australian Open, 1991 French Open, 2000 Tennis Masters Cup",2011 kazakhstan cup↔2009 almaty cup(0.90) | 2011 armenian cup↔2011 ankara cup(0.89) | 2012 santosh trophy↔2012 ethias trophy(0.88) | 2013 kazakhstan cup↔2012 siberia cup(0.88) | apertura 2012 copa mx↔2012 copa agco cordoba(0.87) | 2009 cosafa cup↔2009 mordovia cup(0.86) | 2012 ncell cup↔2012 its cup(0.86) | 2012 mff cup↔2012 lermontov cup(0.86) | 2012 national women's cup↔2012 fukuoka international women's cup(0.86) | 2009 canadian championship↔2009 rogers cup(0.85),200
