candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
FootballMatch_left,title,0.9279884696006775,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final",2011 indian super cup↔2011 indian super cup(1.00) | 1985 european cup final↔1985 european cup final(1.00) | 1988 all-ireland senior football championship final↔1988 all-ireland senior football championship final(1.00) | 1981 intercontinental cup↔1981 intercontinental cup(1.00) | 1980 scottish league cup final↔1980 scottish league cup final(1.00) | 1958 all-ireland senior hurling championship final↔1958 all-ireland senior hurling championship final(1.00) | 2013 football league trophy final↔2013 football league trophy final(1.00) | 1903 fa cup final↔1903 fa cup final(1.00) | 1996 copa libertadores finals↔1996 copa libertadores finals(1.00) | 2011 copa libertadores finals↔2011 copa libertadores finals(1.00),200
FootballMatch_right,title,0.840803325176239,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2010 international rules series↔2010 international rules series(1.00) | 2002 international rules series↔2002 international rules series(1.00) | 2008 international rules series↔2008 international rules series(1.00) | 2011 j. league cup final↔2011 j.league cup final(1.00) | 2006 international rules series↔2006 international rules series(1.00) | 2001 international rules series↔2001 international rules series(1.00) | 1876 scotland vs wales football match↔1876 scotland v wales football match(1.00) | 2001 germany vs england football match↔2001 germany v england football match(1.00) | 2011 uefa european under-21 football championship final↔2011 uefa european under-21 championship final(0.99) | 2009 african nations championship final↔2009 african championship of nations final(0.99),53
SoccerTournament_right,title,0.741686999797821,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",2011 j. league cup final↔2011 j.league cup(0.97) | 2011 uefa european under-21 football championship final↔2011 uefa european under-21 championship(0.94) | uefa under-18 challenge↔2006 uefa european under-17 championship(0.89) | 2011 fifa beach soccer world cup final↔2011 fifa beach soccer world cup qualification (ofc)(0.88) | 2009 uefa women's cup final↔2009 uefa u-17 women's championship(0.87) | 2011 hazfi cup final↔2011 sheikh jassim cup(0.86) | 2011 uefa women's champions league final↔2011 uefa u-17 women's championship(0.86) | 2011 fai cup final↔2011â12 united football cup(0.86) | 2008 uefa women's cup final↔2008 uefa u-17 women's championship(0.86) | 2013 uefa women's champions league final↔2013 uefa u-17 women's championship(0.85),200
SoccerClubSeason_right,title,0.678351879119873,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",2009 a-league grand final↔2009 australia national soccer team season(0.79) | 2011 a-league grand final↔2011 australia national soccer team season(0.78) | 2006 a-league grand final↔2006 australia national soccer team season(0.77) | 2012 a-league grand final↔2012 australia national soccer team season(0.77) | 2010 a-league grand final↔2010 australia national soccer team season(0.76) | 2011 korean fa cup final↔2011 incheon united fc season(0.76) | 1999 football league trophy final↔1999 australia national soccer team season(0.74) | 2011 j. league cup final↔2012 jeju united fc season(0.73) | 2002 fifa world cup final↔2002 australia national soccer team season(0.73) | 2000 ofc nations cup final↔2000 australia national soccer team season(0.72),51
FootballLeagueSeason_right,title,0.6717163920402527,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen",2007 baltic league final↔1990 baltic league(0.90) | 2010 leinster senior football championship final↔meath senior football championship 2010(0.86) | 1990 soviet cup final↔1990 soviet second league(0.85) | 2010 turkish super cup↔1959 turkish national league(0.84) | 2008 munster senior hurling championship final↔national hurling league 2008(0.84) | 2002 asian super cup↔2004 super league malaysia(0.83) | 2011 a-league grand final↔2011 south australian premier league(0.83) | 2011 all-ireland senior football championship final↔meath senior football championship 2011(0.83) | 1989 bulgarian supercup↔1990 soviet second league b(0.83) | 2009 a-league grand final↔2009 south australian premier league(0.83),200
SoccerTournament_left,title,0.6604880690574646,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup",2012 chatham cup↔2006 chatham cup(0.98) | 1995 copa libertadores finals↔1995 copa libertadores(0.97) | 2011 j. league cup final↔2011 j. league cup(0.97) | 1999 copa libertadores finals↔1999 copa libertadores(0.97) | 1967 svenska cupen final↔1967 svenska cupen(0.97) | 2005 copa libertadores finals↔2005 copa libertadores(0.97) | 1991 concacaf gold cup final↔1991 concacaf gold cup(0.96) | 2012 uzbekistan cup final↔2012 uzbekistan cup(0.96) | mls cup 2011↔2011 mls cup playoffs(0.96) | 2011 caf confederation cup final↔2011 caf confederation cup(0.95),200
RugbyLeague_right,title,0.6570983529090881,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)",2007 rugby world cup final↔world rugby nations cup(0.81) | 2009 supercoppa italiana↔national championship of excellence (italian premiership)(0.80) | 2006 football league cup final↔top league champions cup(0.78) | 2001 fa charity shield↔charity shield (nrl)(0.77) | 2006 football league trophy final↔league cup (rugby league)(0.77) | 2006 japanese super cup↔all japan university rugby championship(0.76) | 2009 african nations championship final↔african development trophy(0.74) | 1999 rugby world cup final↔oceania rugby cup(0.74) | 2002 asian super cup↔saru gold cup(0.74) | 2012 chatham cup↔colonial cup(0.74),58
Tournament_right,title,0.6493946313858032,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","Women's PGA Championship, AT&T Pebble Beach Pro-Am, 2004 AFF Championship, Senior Open Championship, ANA Inspiration",2011 j. league cup final↔2011 j.league cup(0.97) | 2011 uefa european under-21 football championship final↔2011 uefa european under-21 championship(0.94) | uefa under-18 challenge↔2006 uefa european under-17 championship(0.89) | 2011 fifa beach soccer world cup final↔2011 fifa beach soccer world cup qualification (ofc)(0.88) | 2009 uefa women's cup final↔2009 uefa u-17 women's championship(0.87) | 2011 hazfi cup final↔2011 sheikh jassim cup(0.86) | 2011 uefa women's champions league final↔2011 uefa u-17 women's championship(0.86) | 2011 fai cup final↔2011â12 united football cup(0.86) | 2008 uefa women's cup final↔2008 uefa u-17 women's championship(0.86) | 2013 uefa women's champions league final↔2013 uefa u-17 women's championship(0.85),200
TennisTournament_right,title,0.6310864686965942,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",2011 challenge de france final↔2011 challenger banque nationale de saguenay(0.80) | 2012 suruga bank championship↔2012 commonwealth bank tournament of champions(0.77) | 2012 kor royal cup↔2012 arimex challenger trophy(0.72) | 2008 coupe de france final↔2012 challenger banque nationale de saguenay(0.72) | 2011 coupe de france final↔2011 challenger banque nationale de rimouski(0.69) | 2009 lamar hunt u.s. open cup final↔2009 san benedetto tennis cup(0.69) | 2010 suruga bank championship↔2010 aegon championships(0.67) | 2010 kor royal cup↔2010 challenger banque nationale de rimouski(0.66) | 2011 fa community shield↔2011 aegon championships(0.66) | 2011 lamar hunt u.s. open cup final↔2012 korea open(0.65),27
SoccerLeague_right,title,0.6139618754386902,"1966 FIFA World Cup Final, Battle of Santiago, Battle of Berne, Battle of Bramall Lane, 1972 European Cup Winners' Cup Final","National League (English football), USL W-League, J1 League, Gibraltar Premier Division, Persian Gulf Pro League",2010 international rules series↔international rules series(0.91) | 2012 slovenian supercup↔slovenian regional league(0.82) | liga de ascenso apertura 2009 liguilla final↔liga de ascenso(0.82) | albanian supercup 2012↔albanian women's national championship(0.81) | 2012 belgian super cup↔belgian fourth division(0.80) | uefa under-18 challenge↔slovenian under-19 league(0.79) | 2002 asian super cup↔oman super cup(0.79) | 2010 piala indonesia final↔indonesian womens football tournament(0.78) | 2010 uefa futsal championship final↔serbian prva futsal liga(0.78) | 2011 slovenian supercup↔czech first league(0.76),200
