query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.7151376008987427,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_058318,title,0.6050432324409485,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Honey Don't, Put Your Cat Clothes On, Blue Suede Shoes, That's All Right, Boppin' the Blues"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.6048871874809265,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_011973,title,0.6009827256202698,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Every Beat Of My Heart, All Night Long, Starting From Tonight, I Know I Love You So, Moonrise"
AJ-beatles-songs_source_Title,title,1,target_043308,title,0.5964088141918182,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hey Miss Tina, Sonnyland, I Won't Go On, Do You Love Me, Just A Feeling"
AJ-beatles-songs_source_Title,title,1,target_080704,title,0.5952789783477783,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","P L Blues, No Haps, I Want To Ramble, Southern Woman, Gambling Woman"
AJ-beatles-songs_source_Title,title,1,target_024269,title,0.5951535999774933,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Night Time Is The Right Time, A Fool For You, Ain't That Love, Come Back Baby, Blackjack"
AJ-beatles-songs_source_Title,title,1,target_072738,title,0.5926235914230347,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","YELLOW SUBMARINE/ELEANOR RIGBY, NEEDLE IN A HAYSTACK, STEP BACK/CARA-LYN, LADY GODIVA, SORRY"
AJ-beatles-songs_source_Title,title,1,target_022664,title,0.5925317704677582,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Strange Fruit, God Bless the Child, Summertime, Lover Man (Oh, Where Can You Be?), I've Got My Love to Keep Me Warm"
AJ-beatles-songs_source_Title,title,1,target_060151,title,0.5915392935276031,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Stormy Night Blues, Oh Babe, That's the Stuff You Gotta Watch, I Feel That Old Age Coming On, Drinkin' By Myself"
AJ-beatles-songs_source_Title,title,1,target_019851,title,0.5912468731403351,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Midnite in the Barrelhouse, Two Headed Woman, Somebody Help Me, You May, Don't Have To Hunt No More"
AJ-beatles-songs_source_Title,title,1,target_084282,title,0.5908132493495941,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Back in the Saddle Again, Honey, Honey Mine, Baby Don't You Know, Music Makin' Mama From Memphis, Just Between the Two of Us"
AJ-beatles-songs_source_Title,title,1,target_022332,title,0.5903855562210083,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Love Song (Radio Edit), Un-Break My Heart, As Long As You Love Me, Underneath Your Clothes, I Knew I Loved You"
AJ-beatles-songs_source_Title,title,1,target_083423,title,0.5901395976543427,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hypnotized, Ten Little Women, Come Marry Me, Oh Baby! Look At Me, Don't Do Me This Way"
AJ-beatles-songs_source_Title,title,1,target_012734,title,0.5900362432003021,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Ruby Baby, Forty Days, Horace, One of These Days, What 'Cha Gonna Do"
AJ-beatles-songs_source_Title,title,1,target_023037,title,0.5892589092254639,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Rose Garden, Behind Closed Doors, For the Good Times, Before the Next Teardrop Falls, Harper Valley P.T.A."
