candidate_table,candidate_column,similarity_score
UnitOfWork_right,title,0.5639403164386749
Case_right,title,0.5639403164386749
UnitOfWork_left,title,0.5180923193693161
Election_right,title,0.42301981151103973
ChristianBishop_left,title,0.4224078953266144
GovernmentAgency_left,title,0.41986750066280365
GovernmentAgency_right,title,0.4159039258956909
Artwork_left,title,0.41131679713726044
Legislature_left,title,0.4052717238664627
Song_left,title,0.40524739027023315
Wrestler_right,title,0.40193481743335724
Election_left,title,0.4010727107524872
Monarch_right,title,0.3988908529281616
RailwayLine_left,title,0.3987366855144501
Tournament_left,title,0.3975829929113388
Magazine_left,title,0.3969096541404724
MemberOfParliament_right,title,0.39604736864566803
GivenName_left,title,0.39415234327316284
RugbyLeague_left,title,0.3927581161260605
Wrestler_left,title,0.3914361298084259
Stadium_left,title,0.3913940340280533
NationalFootballLeagueSeason_left,title,0.3903158903121948
Magazine_right,title,0.39025571942329407
Award_right,title,0.38988572359085083
ChristianBishop_right,title,0.38977012038230896
GivenName_right,title,0.3897535651922226
Song_right,title,0.3880866467952728
Museum_left,title,0.38692522048950195
PoliticalParty_left,title,0.3856206387281418
Race_right,title,0.3855098634958267
Award_left,title,0.385266050696373
Drug_right,title,0.38510139286518097
Legislature_right,title,0.3849959075450897
Country_left,title,0.3845405727624893
FootballMatch_left,title,0.38433077931404114
ClericalAdministrativeRegion_left,title,0.3825773745775223
EthnicGroup_left,title,0.38211558759212494
Artwork_right,title,0.3811120390892029
BasketballTeam_left,title,0.38017338514328003
NaturalEvent_left,title,0.3799982815980911
Country_right,title,0.37945660948753357
Race_left,title,0.37853339314460754
Tournament_right,title,0.3773771822452545
NaturalEvent_right,title,0.37678924202919006
SportsLeague_left,title,0.37578754127025604
ArtificialSatellite_right,title,0.3756406158208847
Noble_right,title,0.3752334415912628
HistoricBuilding_left,title,0.3751923441886902
Noble_left,title,0.3745272159576416
NCAATeamSeason_left,title,0.3742300868034363
