candidate_table,candidate_column,similarity_score
RailwayLine_right,title,0.6085024476051331
Song_right,title,0.5038754343986511
TelevisionStation_left,title,0.4968695342540741
BasketballTeam_left,title,0.4939127564430237
Venue_left,title,0.49275392293930054
GovernmentAgency_right,title,0.49171963334083557
Magazine_left,title,0.4911195933818817
ShoppingMall_right,title,0.4826033413410187
Race_right,title,0.48080071806907654
SportsLeague_left,title,0.4792531132698059
RugbyLeague_left,title,0.4741470217704773
Tournament_left,title,0.4735352396965027
ShoppingMall_left,title,0.4734533429145813
Race_left,title,0.4729190766811371
SoccerLeague_left,title,0.4719157814979553
ArtificialSatellite_left,title,0.4713248014450073
TelevisionStation_right,title,0.47112616896629333
Stadium_left,title,0.47007521986961365
Stadium_right,title,0.46814635396003723
Artwork_left,title,0.46801814436912537
SportFacility_right,title,0.46767592430114746
Museum_left,title,0.4670194983482361
SportFacility_left,title,0.46687349677085876
BasketballTeam_right,title,0.4664573669433594
GovernmentAgency_left,title,0.46518823504447937
Device_right,title,0.46428847312927246
Song_left,title,0.4634151756763458
Venue_right,title,0.4625105559825897
Museum_right,title,0.46153950691223145
Magazine_right,title,0.4609014689922333
SportsLeague_right,title,0.4605504870414734
Hospital_left,title,0.46046319603919983
Country_left,title,0.4601835310459137
Wrestler_right,title,0.45999231934547424
Award_left,title,0.45886823534965515
EthnicGroup_left,title,0.45880749821662903
Legislature_left,title,0.4587739408016205
Tournament_right,title,0.4571250081062317
SoccerLeague_right,title,0.45683735609054565
EthnicGroup_right,title,0.4549689292907715
Country_right,title,0.45432931184768677
ChristianBishop_left,title,0.4539731442928314
PoliticalParty_left,title,0.45339083671569824
Wrestler_left,title,0.45208996534347534
Device_left,title,0.45012232661247253
HistoricBuilding_left,title,0.44931119680404663
FootballLeagueSeason_left,title,0.4459919035434723
PoliticalParty_right,title,0.44554999470710754
MemberOfParliament_left,title,0.44535529613494873
Hospital_right,title,0.4442175328731537
